sseqid	slen	sstart	send	qseqid	qlen	qstart	qend	pident	evalue	Sample	cutoff
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1282	1293	CP001834.1-1085410/1	100	56	67	100	0.34	synthetic_stool_low_S46	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	389	485	CP001834.1-903516/2	100	3	99	93.814	1.95e-38	synthetic_stool_low_S46	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	1	75	CP001834.1-903516/2	100	26	100	97.333	7.06e-33	synthetic_stool_low_S46	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1282	1293	CP001834.1-903516/2	100	61	72	100	0.34	synthetic_stool_low_S46	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	2497	2484	CP001834.1-903516/2	100	86	99	92.857	1.2	synthetic_stool_low_S46	minus_five_score
GCA_000742975.1_ASM74297v1__CP008815.1_Enterococcus_faecalis_ATCC_29212_plasmid_1,_complete_sequence__17931__lantipeptide__ANTISMASH__48617_66548-lanC	2982	1886	1897	CP001834.1-903516/2	100	87	98	100	0.34	synthetic_stool_low_S46	minus_five_score
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-lanC	2787	2127	2138	CP001834.1-903516/2	100	88	99	100	0.34	synthetic_stool_low_S46	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	1	89	CP001834.1-833922/2	100	10	98	100	5.38e-44	synthetic_stool_low_S46	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	403	500	CP001834.1-833922/2	100	1	98	94.898	1.16e-40	synthetic_stool_low_S46	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1282	1293	CP001834.1-833922/2	100	45	56	100	0.34	synthetic_stool_low_S46	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	281	271	CP001834.1-833922/2	100	89	99	100	1.2	synthetic_stool_low_S46	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	2497	2484	CP001834.1-833922/2	100	70	83	92.857	1.2	synthetic_stool_low_S46	minus_five_score
GCA_000742975.1_ASM74297v1__CP008815.1_Enterococcus_faecalis_ATCC_29212_plasmid_1,_complete_sequence__17931__lantipeptide__ANTISMASH__48617_66548-lanC	2982	1886	1897	CP001834.1-833922/2	100	71	82	100	0.34	synthetic_stool_low_S46	minus_five_score
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-lanC	2787	2127	2138	CP001834.1-833922/2	100	72	83	100	0.34	synthetic_stool_low_S46	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	1	95	CP001834.1-362648/2	100	6	100	97.895	5.38e-44	synthetic_stool_low_S46	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	407	506	CP001834.1-362648/2	100	1	100	94	4.19e-40	synthetic_stool_low_S46	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1282	1293	CP001834.1-362648/2	100	41	52	100	0.34	synthetic_stool_low_S46	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	2497	2481	CP001834.1-362648/2	100	66	83	88.889	1.2	synthetic_stool_low_S46	minus_five_score
GCA_000742975.1_ASM74297v1__CP008815.1_Enterococcus_faecalis_ATCC_29212_plasmid_1,_complete_sequence__17931__lantipeptide__ANTISMASH__48617_66548-lanC	2982	1886	1897	CP001834.1-362648/2	100	67	78	100	0.34	synthetic_stool_low_S46	minus_five_score
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-lanC	2787	2127	2138	CP001834.1-362648/2	100	68	79	100	0.34	synthetic_stool_low_S46	minus_five_score
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-lanC	2787	2420	2410	CP001834.1-362648/2	100	90	100	100	1.2	synthetic_stool_low_S46	minus_five_score
GCA_000742975.1_ASM74297v1__CP008815.1_Enterococcus_faecalis_ATCC_29212_plasmid_1,_complete_sequence__17931__lantipeptide__ANTISMASH__48617_66548-lanC	2982	2133	2034	CP008815.1-24666/2	100	1	100	94	4.19e-40	synthetic_stool_low_S44	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	126	112	CP008815.1-24666/2	100	31	45	93.333	0.34	synthetic_stool_low_S44	minus_five_score
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-Lan_C_2	2514	1101	1118	CP008815.1-24666/2	100	46	62	88.889	1.2	synthetic_stool_low_S44	minus_five_score
GCA_000742975.1_ASM74297v1__CP008815.1_Enterococcus_faecalis_ATCC_29212_plasmid_1,_complete_sequence__17931__lantipeptide__ANTISMASH__48617_66548-lanC	2982	2833	2932	CP008815.1-31128/2	100	1	100	97	4.16e-45	synthetic_stool_low_S42	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	499	400	CP001834.1-162686/2	100	1	100	93	1.95e-38	synthetic_stool_low_S42	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	88	1	CP001834.1-162686/2	100	1	88	96.591	1.95e-38	synthetic_stool_low_S42	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1293	1282	CP001834.1-162686/2	100	42	53	100	0.34	synthetic_stool_low_S42	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	2484	2497	CP001834.1-162686/2	100	15	28	92.857	1.2	synthetic_stool_low_S42	minus_five_score
GCA_000742975.1_ASM74297v1__CP008815.1_Enterococcus_faecalis_ATCC_29212_plasmid_1,_complete_sequence__17931__lantipeptide__ANTISMASH__48617_66548-lanC	2982	1897	1886	CP001834.1-162686/2	100	16	27	100	0.34	synthetic_stool_low_S42	minus_five_score
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-lanC	2787	2138	2127	CP001834.1-162686/2	100	15	26	100	0.34	synthetic_stool_low_S42	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	1	96	CP001834.1-228926/1	100	5	100	97.917	1.5e-44	synthetic_stool_low_S41	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	408	507	CP001834.1-228926/1	100	1	100	94	4.19e-40	synthetic_stool_low_S41	minus_five_score
GCA_000742975.1_ASM74297v1__CP008815.1_Enterococcus_faecalis_ATCC_29212_plasmid_1,_complete_sequence__17931__lantipeptide__ANTISMASH__48617_66548-lanC	2982	1880	1897	CP001834.1-228926/1	100	61	77	94.444	0.026	synthetic_stool_low_S41	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1282	1293	CP001834.1-228926/1	100	40	51	100	0.34	synthetic_stool_low_S41	minus_five_score
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-lanC	2787	2127	2138	CP001834.1-228926/1	100	67	78	100	0.34	synthetic_stool_low_S41	minus_five_score
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-lanC	2787	2420	2410	CP001834.1-228926/1	100	89	99	100	1.2	synthetic_stool_low_S41	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	399	498	CP001834.1-173516/2	100	1	100	94	4.19e-40	synthetic_stool_low_S41	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	1	87	CP001834.1-173516/2	100	14	100	97.701	1.51e-39	synthetic_stool_low_S41	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	1282	1296	CP001834.1-173516/2	100	49	64	93.75	0.34	synthetic_stool_low_S41	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	2497	2484	CP001834.1-173516/2	100	74	87	92.857	1.2	synthetic_stool_low_S41	minus_five_score
GCA_000742975.1_ASM74297v1__CP008815.1_Enterococcus_faecalis_ATCC_29212_plasmid_1,_complete_sequence__17931__lantipeptide__ANTISMASH__48617_66548-lanC	2982	1886	1897	CP001834.1-173516/2	100	75	86	100	0.34	synthetic_stool_low_S41	minus_five_score
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-lanC	2787	2127	2138	CP001834.1-173516/2	100	76	87	100	0.34	synthetic_stool_low_S41	minus_five_score
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-lanC	2787	2573	2563	CP001834.1-173516/2	100	62	72	100	1.2	synthetic_stool_low_S41	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__CP006259.1_4285683-4286939_chromosome-missing_from_antiSMASH	1257	835	736	gi|529222834|ref|NC_021985.1|-162610/1	100	1	100	100	4.13e-50	synthetic_stool_low_S41	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__CP006259.1_4285683-4286939_chromosome-missing_from_antiSMASH	1257	473	459	gi|529222834|ref|NC_021985.1|-162610/1	100	33	47	93.333	0.34	synthetic_stool_low_S41	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__CP006259.1_4285683-4286939_chromosome-missing_from_antiSMASH	1257	419	429	gi|529222834|ref|NC_021985.1|-162610/1	100	64	74	100	1.2	synthetic_stool_low_S41	minus_five_score
Streptomyces_olivaceus_strain_NRRL_B-3009__JOFH01000021.1_Streptomyces_olivaceus_strain_NRRL_B-3009_contig21.1,_whole_genome_shotgun_sequence__31377__lantipeptide__ANTISMASH__72093_103470-lanC-1	3090	2716	2685	gi|529222834|ref|NC_021985.1|-162610/1	100	31	62	84.375	5.69e-4	synthetic_stool_low_S41	minus_five_score
Streptomyces_olivaceus_strain_NRRL_B-3009__JOFH01000021.1_Streptomyces_olivaceus_strain_NRRL_B-3009_contig21.1,_whole_genome_shotgun_sequence__31377__lantipeptide__ANTISMASH__72093_103470-lanC-1	3090	2835	2823	gi|529222834|ref|NC_021985.1|-162610/1	100	47	59	100	0.095	synthetic_stool_low_S41	minus_five_score
Streptomyces_olivaceus_strain_NRRL_B-3009__JOFH01000021.1_Streptomyces_olivaceus_strain_NRRL_B-3009_contig21.1,_whole_genome_shotgun_sequence__31377__lantipeptide__ANTISMASH__72093_103470-lanC-1	3090	687	698	gi|529222834|ref|NC_021985.1|-162610/1	100	40	51	100	0.34	synthetic_stool_low_S41	minus_five_score
Streptomyces_olindensis_strain_DAUFPE_5622__gi|640933032|gb|JJOH01000019.1|_Streptomyces_olindensis_strain_DAUFPE_5622,_whole_genome_shotgun_sequence__32500__lantipeptide-bacteriocin__ANTISMASH__232375_264875-lanC	2595	2017	2006	gi|529222834|ref|NC_021985.1|-162610/1	100	10	21	100	0.34	synthetic_stool_low_S41	minus_five_score
Streptomyces_olindensis_strain_DAUFPE_5622__gi|640933032|gb|JJOH01000019.1|_Streptomyces_olindensis_strain_DAUFPE_5622,_whole_genome_shotgun_sequence__32500__lantipeptide-bacteriocin__ANTISMASH__232375_264875-lanC	2595	599	589	gi|529222834|ref|NC_021985.1|-162610/1	100	52	62	100	1.2	synthetic_stool_low_S41	minus_five_score
Streptomyces_olindensis_strain_DAUFPE_5622__gi|640933032|gb|JJOH01000019.1|_Streptomyces_olindensis_strain_DAUFPE_5622,_whole_genome_shotgun_sequence__32500__lantipeptide-bacteriocin__ANTISMASH__232375_264875-lanC	2595	2091	2101	gi|529222834|ref|NC_021985.1|-162610/1	100	46	56	100	1.2	synthetic_stool_low_S41	minus_five_score
Salinispora_arenicola_CNB527__AZXI01000044.1_Salinispora_arenicola_CNB527_B033DRAFT_scaffold_38.39_C,_whole_genome_shotgun_sequence__20186__lantipeptide__ANTISMASH__21175_41361-lanC	2952	2329	2318	gi|529222834|ref|NC_021985.1|-162610/1	100	40	51	100	0.34	synthetic_stool_low_S41	minus_five_score
Salinispora_arenicola_CNB527__AZXI01000044.1_Salinispora_arenicola_CNB527_B033DRAFT_scaffold_38.39_C,_whole_genome_shotgun_sequence__20186__lantipeptide__ANTISMASH__21175_41361-lanC	2952	210	220	gi|529222834|ref|NC_021985.1|-162610/1	100	13	23	100	1.2	synthetic_stool_low_S41	minus_five_score
Streptomyces_olivaceus_strain_NRRL_B-3009__JOFH01000021.1_Streptomyces_olivaceus_strain_NRRL_B-3009_contig21.1,_whole_genome_shotgun_sequence__31377__lantipeptide__ANTISMASH__72093_103470-lanC-2	2922	2803	2819	gi|529222834|ref|NC_021985.1|-162610/1	100	31	48	88.889	1.2	synthetic_stool_low_S41	minus_five_score
Salinispora_arenicola_CNB527__AZXI01000001.1_Salinispora_arenicola_CNB527_B033DRAFT_scaffold_0.1_C,_whole_genome_shotgun_sequence__71135__nrps-lantipeptide__ANTISMASH__198442_269577-lanC	3111	957	944	gi|529222834|ref|NC_021985.1|-162610/1	100	52	66	93.333	1.2	synthetic_stool_low_S41	minus_five_score
Salinispora_arenicola_CNB527__AZXI01000001.1_Salinispora_arenicola_CNB527_B033DRAFT_scaffold_0.1_C,_whole_genome_shotgun_sequence__71135__nrps-lantipeptide__ANTISMASH__198442_269577-lanC	3111	1905	1895	gi|529222834|ref|NC_021985.1|-162610/1	100	82	92	100	1.2	synthetic_stool_low_S41	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	656	557	CP002365.1-478196/2	100	1	100	93	1.95e-38	synthetic_stool_low_S40	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	245	146	CP002365.1-478196/2	100	1	100	89	9.13e-32	synthetic_stool_low_S40	minus_five_score
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-lanC	2787	2201	2181	CP002365.1-478196/2	100	31	51	85.714	0.34	synthetic_stool_low_S40	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	2511	2521	CP002365.1-478196/2	100	47	57	100	1.2	synthetic_stool_low_S40	minus_five_score
Streptomyces_olindensis_strain_DAUFPE_5622__gi|640933032|gb|JJOH01000019.1|_Streptomyces_olindensis_strain_DAUFPE_5622,_whole_genome_shotgun_sequence__32500__lantipeptide-bacteriocin__ANTISMASH__232375_264875-lanC	2595	1699	1798	gi|640933032|gb|JJOH01000019.1|-18182/2	100	1	100	99	1.92e-48	synthetic_stool_low_S39	minus_five_score
Streptomyces_olivaceus_strain_NRRL_B-3009__JOFH01000021.1_Streptomyces_olivaceus_strain_NRRL_B-3009_contig21.1,_whole_genome_shotgun_sequence__31377__lantipeptide__ANTISMASH__72093_103470-lanC-2	2922	941	930	gi|640933032|gb|JJOH01000019.1|-18182/2	100	10	21	100	0.34	synthetic_stool_low_S39	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__23069__lantipeptide__ANTISMASH__8074589_8097658-lanC	2163	242	257	gi|640933032|gb|JJOH01000019.1|-18182/2	100	15	29	93.75	0.34	synthetic_stool_low_S39	minus_five_score
Streptomyces_collinus_Tu_365__gi|529222834|ref|NC_021985.1|_Streptomyces_collinus_Tu_365,_complete_sequence__23069__lantipeptide__ANTISMASH__175266_198335-lanC	3069	1148	1163	gi|640933032|gb|JJOH01000019.1|-18182/2	100	15	29	93.75	0.34	synthetic_stool_low_S39	minus_five_score
Streptomyces_olivaceus_strain_NRRL_B-3009__JOFH01000021.1_Streptomyces_olivaceus_strain_NRRL_B-3009_contig21.1,_whole_genome_shotgun_sequence__31377__lantipeptide__ANTISMASH__72093_103470-lanC-1	3090	111	121	gi|640933032|gb|JJOH01000019.1|-18182/2	100	24	34	100	1.2	synthetic_stool_low_S39	minus_five_score
Streptomyces_olivaceus_strain_NRRL_B-3009__JOFH01000021.1_Streptomyces_olivaceus_strain_NRRL_B-3009_contig21.1,_whole_genome_shotgun_sequence__31377__lantipeptide__ANTISMASH__72093_103470-lanC-1	3090	2278	2288	gi|640933032|gb|JJOH01000019.1|-18182/2	100	64	74	100	1.2	synthetic_stool_low_S39	minus_five_score
Salinispora_arenicola_CNB527__AZXI01000044.1_Salinispora_arenicola_CNB527_B033DRAFT_scaffold_38.39_C,_whole_genome_shotgun_sequence__20186__lantipeptide__ANTISMASH__21175_41361-lanC	2952	1375	1365	gi|640933032|gb|JJOH01000019.1|-18182/2	100	42	52	100	1.2	synthetic_stool_low_S39	minus_five_score
Streptomyces_olindensis_strain_DAUFPE_5622__gi|640933032|gb|JJOH01000019.1|_Streptomyces_olindensis_strain_DAUFPE_5622,_whole_genome_shotgun_sequence__32500__lantipeptide-bacteriocin__ANTISMASH__232375_264875-lanC	2595	1796	1697	gi|640933032|gb|JJOH01000019.1|-4882/2	100	1	100	99	1.92e-48	synthetic_stool_low_S39	minus_five_score
Streptomyces_olindensis_strain_DAUFPE_5622__gi|640933032|gb|JJOH01000019.1|_Streptomyces_olindensis_strain_DAUFPE_5622,_whole_genome_shotgun_sequence__32500__lantipeptide-bacteriocin__ANTISMASH__232375_264875-lanC	2595	109	129	gi|640933032|gb|JJOH01000019.1|-4882/2	100	1	20	90.476	0.026	synthetic_stool_low_S39	minus_five_score
Streptomyces_olindensis_strain_DAUFPE_5622__gi|640933032|gb|JJOH01000019.1|_Streptomyces_olindensis_strain_DAUFPE_5622,_whole_genome_shotgun_sequence__32500__lantipeptide-bacteriocin__ANTISMASH__232375_264875-lanC	2595	67	57	gi|640933032|gb|JJOH01000019.1|-4882/2	100	17	27	100	1.2	synthetic_stool_low_S39	minus_five_score
Salinispora_arenicola_CNB527__AZXI01000044.1_Salinispora_arenicola_CNB527_B033DRAFT_scaffold_38.39_C,_whole_genome_shotgun_sequence__20186__lantipeptide__ANTISMASH__21175_41361-lanC	2952	1153	1171	gi|640933032|gb|JJOH01000019.1|-4882/2	100	9	27	90	0.095	synthetic_stool_low_S39	minus_five_score
Salinispora_arenicola_CNB527__AZXI01000044.1_Salinispora_arenicola_CNB527_B033DRAFT_scaffold_38.39_C,_whole_genome_shotgun_sequence__20186__lantipeptide__ANTISMASH__21175_41361-lanC	2952	1365	1375	gi|640933032|gb|JJOH01000019.1|-4882/2	100	47	57	100	1.2	synthetic_stool_low_S39	minus_five_score
Streptomyces_olivaceus_strain_NRRL_B-3009__JOFH01000021.1_Streptomyces_olivaceus_strain_NRRL_B-3009_contig21.1,_whole_genome_shotgun_sequence__31377__lantipeptide__ANTISMASH__72093_103470-lanC-2	2922	930	941	gi|640933032|gb|JJOH01000019.1|-4882/2	100	78	89	100	0.34	synthetic_stool_low_S39	minus_five_score
Streptomyces_olivaceus_strain_NRRL_B-3009__JOFH01000021.1_Streptomyces_olivaceus_strain_NRRL_B-3009_contig21.1,_whole_genome_shotgun_sequence__31377__lantipeptide__ANTISMASH__72093_103470-lanC-1	3090	2288	2278	gi|640933032|gb|JJOH01000019.1|-4882/2	100	25	35	100	1.2	synthetic_stool_low_S39	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	389	463	CP001834.1-11512268/1	100	26	100	93.333	7.11e-28	synthetic_stool_low_S36	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	1	52	CP001834.1-11512268/1	100	49	100	94.231	2e-18	synthetic_stool_low_S36	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098137419|emb|FOXX01000002.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00002.2,_whole_genome_shotgun_sequence__13138__lantipeptide__ANTISMASH__0_13138-lanC	2901	927	945	CP001834.1-11512268/1	100	48	66	90	0.095	synthetic_stool_low_S36	minus_five_score
GCA_000025045.1_ASM2504v1__CP001834.1_Lactococcus_lactis_subsp._lactis_KF147,_complete_genome__21937__lantipeptide__ANTISMASH__1342969_1364906-lanC	834	1	98	CP001834.1-11411446/2	100	3	100	97.959	1.16e-45	synthetic_stool_low_S36	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	410	509	CP001834.1-11411446/2	100	1	100	94	4.19e-40	synthetic_stool_low_S36	minus_five_score
GCA_000742975.1_ASM74297v1__CP008815.1_Enterococcus_faecalis_ATCC_29212_plasmid_1,_complete_sequence__17931__lantipeptide__ANTISMASH__48617_66548-lanC	2982	1886	1897	CP001834.1-11411446/2	100	64	75	100	0.34	synthetic_stool_low_S36	minus_five_score
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-lanC	2787	2127	2138	CP001834.1-11411446/2	100	65	76	100	0.34	synthetic_stool_low_S36	minus_five_score
GCA_000283635.1_ASM28363v1__HE613569.1_Streptococcus_macedonicus_ACA-DC_198_main_chromosome_complete_genome__48444__lantipeptide__ANTISMASH__1336323_1384767-lanC	2787	2420	2410	CP001834.1-11411446/2	100	87	97	100	1.2	synthetic_stool_low_S36	minus_five_score
Bacillus_endophyticus_DSM_13796__gi|1098135721|emb|FOXX01000007.1|_Bacillus_endophyticus_DSM_13796_genome_assembly,_contig:_Ga0002164_scaffold00007.7,_whole_genome_shotgun_sequence__15762__lantipeptide__ANTISMASH__272216_287978-lanC	3153	2497	2484	CP001834.1-11411446/2	100	63	76	92.857	1.2	synthetic_stool_low_S36	minus_five_score
GCA_000192705.1_ASM19270v1__CP002365.1_Lactococcus_lactis_subsp._lactis_CV56,_complete_genome__26032__lantipeptide__ANTISMASH__594967_620999-lanC	1245	389	472	CP001834.1-10777076/2	100	17	100	94.048	7.06e-33	synthetic_stool_low_S36	minus_five_score
