Sample	readID	stitle	readCheck
synthetic_stool_low_S65	CP000728.1-227574/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S53	AM412317.1-635170/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S53	AM412317.1-371702/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S53	CP000939.1-607604/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S21	CP000939.1-164194/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S21	CP006908.1-1508226/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S21	CP006908.1-1470196/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S21	CP006908.1-106792/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S40	CP006908.1-4705228/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S40	CP006908.1-3688122/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S40	CP006908.1-1004414/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S40	CP006908.1-86178/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S31	CP000728.1-36064/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S31	AM412317.1-1968438/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S31	AM412317.1-25960/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S31	CP000939.1-223136/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S28	CP014148.1-1974726/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S28	CP014148.1-1678356/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S28	CP006908.1-16982/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S28	CP000939.1-1630114/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S28	CP000939.1-703358/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S28	CP000939.1-51432/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S55	AM412317.1-259130/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S42	CP000939.1-4101114/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S42	CP000939.1-3025426/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S42	CP000939.1-2876098/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S42	CP000939.1-2479448/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S42	CP000939.1-2373650/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S42	CP000939.1-2098030/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S42	CP000939.1-1535220/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S42	CP000939.1-670332/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S42	CP000939.1-471704/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S65	CP000939.1-5530272/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S65	CP000939.1-5461668/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S65	CP000939.1-5033708/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S65	CP000939.1-3416522/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S65	CP000939.1-3289440/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S65	CP000939.1-3104714/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S65	CP000939.1-2531892/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S65	CP000939.1-2269360/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S65	CP006908.1-3173086/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S65	CP006908.1-1293724/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S17	CP000939.1-9760/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S17	CP000728.1-58860/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S62	CP002011.1-8896386/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S62	CP002011.1-6857972/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S62	CP002011.1-5200566/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S62	CP002011.1-2561796/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S62	CP002011.1-826906/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S62	CP000728.1-145368/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S62	CP000728.1-55116/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S37	AM412317.1-1942366/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S37	AM412317.1-1869924/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S37	AM412317.1-1832940/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S37	AM412317.1-1266388/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S37	AM412317.1-688234/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S37	AM412317.1-572752/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S37	CP006908.1-468586/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S37	CP000728.1-1959354/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S67	CP006908.1-3862918/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S67	CP006908.1-3183500/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S67	CP006908.1-1946916/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S67	CP006908.1-511706/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S67	CP006908.1-69678/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S67	CP014148.1-29358/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S18	CP000939.1-437332/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S18	CP000939.1-71422/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S18	CP000728.1-929252/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S41	CP002011.1-19232/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S41	AM412317.1-100318/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S47	CP000728.1-2203098/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S47	CP006908.1-352014/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S22	CP000939.1-16416/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S30	CP000939.1-259120/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S25	CP014148.1-813110/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S25	CP014148.1-600430/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S25	CP006908.1-767168/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S25	CP006908.1-626790/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S29	CP014148.1-15892648/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S29	CP014148.1-15831476/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S29	CP014148.1-14298236/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S29	CP014148.1-12285188/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S29	CP014148.1-10989102/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S29	CP014148.1-9715970/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S29	CP014148.1-8667562/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S29	CP014148.1-8438784/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S29	CP014148.1-8201218/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S29	CP014148.1-7872746/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S29	CP014148.1-6396414/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S29	CP014148.1-6293514/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S29	CP014148.1-5442460/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S29	CP014148.1-5360318/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S29	CP014148.1-5359076/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S29	CP014148.1-3078902/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S29	CP014148.1-3028878/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S29	CP014148.1-860476/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S29	CP014148.1-244340/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S29	CP014148.1-1484/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S39	CP000728.1-45734/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S39	CP014148.1-53908/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S12	CP014148.1-2563976/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S12	CP014148.1-817896/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S12	CP014148.1-197112/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S20	CP014148.1-1043654/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S20	CP014148.1-967596/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S20	CP014148.1-741480/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S26	CP006908.1-10985558/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S26	CP006908.1-8623336/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S26	CP006908.1-7401656/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S26	CP006908.1-5740566/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S26	CP006908.1-5326138/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S26	CP006908.1-4907976/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S26	CP006908.1-4308100/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S26	CP006908.1-3648288/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S26	CP006908.1-3103094/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S26	CP006908.1-1887056/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S26	CP006908.1-1097212/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S26	CP006908.1-827434/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S21	CP006908.1-233680/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S21	CP014148.1-8441374/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S21	CP014148.1-6667818/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S21	CP014148.1-6011690/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S21	CP014148.1-5432764/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S21	CP014148.1-3710258/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S21	CP014148.1-2482566/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S21	CP014148.1-2347554/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S21	CP014148.1-1191352/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S50	AM412317.1-744042/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S50	AM412317.1-276876/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S50	CP000728.1-3059416/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S50	CP000728.1-3016090/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S50	CP000728.1-1940756/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S50	CP000728.1-1518078/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S50	CP000728.1-1000198/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S50	CP000939.1-1663114/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S50	CP000939.1-1601924/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S50	CP000939.1-986774/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S50	CP000939.1-194404/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_low_S18	AM412317.1-89156/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S2	CP000939.1-22679002/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S2	CP000939.1-22358332/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S2	CP000939.1-21751750/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S2	CP000939.1-21706046/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S2	CP000939.1-20239176/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S2	CP000939.1-18463494/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S2	CP000939.1-15887208/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S2	CP000939.1-15765938/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S2	CP000939.1-15201932/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S2	CP000939.1-12529466/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S2	CP000939.1-10477618/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S2	CP000939.1-10052876/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S2	CP000939.1-9293144/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S2	CP000939.1-9167864/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S2	CP000939.1-8435110/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S2	CP000939.1-7767178/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S2	CP000939.1-5496180/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S2	CP000939.1-5182088/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S2	CP000939.1-2027530/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S2	CP000939.1-1243016/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S2	CP000939.1-1155494/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S2	AM412317.1-65444/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S64	CP006908.1-1952/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S10	CP000728.1-6977760/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S10	CP000728.1-5045830/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S10	CP000728.1-4404822/2	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S10	CP000728.1-3850846/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S10	CP000728.1-2981882/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S10	CP000728.1-1632132/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S10	CP000728.1-1419124/1	MULTISPECIES: alanine--glyoxylate aminotransferase family protein [Clostridium]	FP
synthetic_stool_high_S7	CP000939.1-7948/2	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S7	CP000962.1-29250/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S33	CP006908.1-1325784/2	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S33	CP006908.1-1181572/2	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S33	CP006908.1-272596/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S33	CP000939.1-937932/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S33	CP000939.1-886658/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S14	AM412317.1-1476102/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S14	AM412317.1-847942/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S14	AM412317.1-254946/2	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S14	CP000962.1-9267542/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S14	CP000962.1-8613102/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S14	CP000962.1-7522180/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S14	CP000962.1-7217566/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S14	CP000962.1-5458600/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S14	CP000962.1-3632118/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S14	CP000962.1-2884284/2	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S14	CP000962.1-1048322/2	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S14	CP000962.1-841354/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S19	CP014148.1-919386/2	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S19	CP014148.1-434562/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S19	CP014148.1-59986/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S11	CP006908.1-320870/2	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S11	CP006908.1-302332/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S11	CP006908.1-17924/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S11	AM412317.1-72186/2	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S43	AM412317.1-3930322/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S43	AM412317.1-2031328/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S43	AM412317.1-1712428/2	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S43	AM412317.1-1486444/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S43	AM412317.1-1325928/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S24	CP000939.1-393680/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S24	CP000939.1-279228/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S24	CP000939.1-222806/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_high_S6	AM412317.1-2479128/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S56	CP006908.1-343788/2	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S56	CP006908.1-336434/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S56	CP014148.1-2757946/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S56	CP014148.1-2664732/2	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S56	CP014148.1-2350930/2	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S56	CP014148.1-2340786/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S56	CP014148.1-2240112/2	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S56	CP014148.1-1831558/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S56	CP014148.1-890568/2	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S56	CP014148.1-148042/2	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S56	CP014148.1-56108/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S32	CP000939.1-439566/2	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S10	CP014148.1-5600644/2	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S10	CP014148.1-5553450/2	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S10	CP014148.1-4981912/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S10	CP014148.1-4059218/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S10	CP014148.1-3392158/2	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S10	CP014148.1-3025158/2	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S10	CP014148.1-2730460/2	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S10	CP014148.1-2465482/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S10	CP014148.1-1722778/2	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S10	CP014148.1-1585786/2	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S10	CP014148.1-1536956/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S10	CP014148.1-1342916/2	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S10	CP014148.1-1068188/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S10	CP014148.1-318126/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S10	CP014148.1-104296/2	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S10	AM412317.1-8649258/2	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S10	AM412317.1-7522544/1	aminotransferase [Clostridium botulinum]	FP
synthetic_stool_low_S10	AM412317.1-7017306/1	aminotransferase [Clostridium botulinum]	FP
