readID	Sample	sampleType	cyclaseType	HMMScore
JOFH01000019.1-1148174/1	synthetic_stool_low_S64	low	TcmJ	35.3
JOFH01000019.1-1182530/2	synthetic_stool_low_S64	low	TcmJ	35.3
JOFH01000019.1-382678/2	synthetic_stool_low_S64	low	TcmJ	35.3
JOFH01000019.1-906616/1	synthetic_stool_low_S64	low	TcmJ	35.3
AZXI01000002.1-3777386/2	synthetic_stool_low_S51	low	TcmJ	35.3
OBDZ01000030.1-1570/1	synthetic_stool_high_S14	high	TcmJ	35.3
gi|754859657|ref|NZ_CP009285.1|-263106/2	synthetic_stool_high_S62	high	TcmJ	35.3
OBDZ01000030.1-14254/1	synthetic_stool_low_S23	low	TcmJ	35.3
OBDZ01000030.1-16676/1	synthetic_stool_low_S23	low	TcmJ	35.3
OBDZ01000030.1-17390/1	synthetic_stool_low_S23	low	TcmJ	35.3
gi|640930959|gb|JJOH01000095.1|-55944/1	synthetic_stool_low_S56	low	TcmJ	35.3
JOFH01000019.1-445032/2	synthetic_stool_low_S64	low	TcmJ	35.3
OBDZ01000030.1-2406/2	synthetic_stool_low_S68	low	TcmJ	35.3
OBDZ01000030.1-108346/1	synthetic_stool_low_S8	low	TcmJ	35.3
OBDZ01000030.1-16626/2	synthetic_stool_low_S8	low	TcmJ	35.3
OBDZ01000030.1-188786/2	synthetic_stool_low_S8	low	TcmJ	35.3
OBDZ01000030.1-32086/2	synthetic_stool_low_S8	low	TcmJ	35.3
OBDZ01000030.1-34428/1	synthetic_stool_low_S8	low	TcmJ	35.3
OBDZ01000030.1-6600/1	synthetic_stool_low_S8	low	TcmJ	35.3
OBDZ01000030.1-95002/2	synthetic_stool_low_S8	low	TcmJ	35.3
gi|1098134558|emb|FOXX01000014.1|-122662/1	synthetic_stool_high_S4	high	TcmJ	35.2
gi|1098134558|emb|FOXX01000014.1|-12956/2	synthetic_stool_high_S4	high	TcmJ	35.2
gi|1098134558|emb|FOXX01000014.1|-199216/2	synthetic_stool_high_S4	high	TcmJ	35.2
gi|1098134558|emb|FOXX01000014.1|-7740/1	synthetic_stool_high_S7	high	TcmJ	35.2
JOFH01000019.1-644948/1	synthetic_stool_low_S64	low	TcmJ	35.2
JOFH01000019.1-765024/2	synthetic_stool_low_S64	low	TcmJ	35.2
gi|529222834|ref|NC_021985.1|-10568978/1	synthetic_stool_low_S51	low	TcmJ	35.2
gi|928414697|gb|LGKI01000478.1|-63676/2	synthetic_stool_high_S59	high	TcmJ	35.2
JOFH01000019.1-132618/2	synthetic_stool_high_S7	high	TcmJ	35.2
JOFH01000019.1-138954/2	synthetic_stool_high_S7	high	TcmJ	35.2
JOFH01000019.1-186594/1	synthetic_stool_high_S7	high	TcmJ	35.2
JOFH01000019.1-202042/1	synthetic_stool_high_S7	high	TcmJ	35.2
JOFH01000019.1-210536/1	synthetic_stool_high_S7	high	TcmJ	35.2
JOFH01000019.1-25554/1	synthetic_stool_high_S7	high	TcmJ	35.2
JOFH01000019.1-261686/2	synthetic_stool_high_S7	high	TcmJ	35.2
JOFH01000019.1-39096/1	synthetic_stool_high_S7	high	TcmJ	35.2
JOFH01000019.1-54442/2	synthetic_stool_high_S7	high	TcmJ	35.2
JOFH01000019.1-9940/1	synthetic_stool_high_S7	high	TcmJ	35.2
JOFH01000019.1-125256/1	synthetic_stool_low_S2	low	TcmJ	35.2
JOFH01000019.1-3182/1	synthetic_stool_low_S2	low	TcmJ	35.2
JOFH01000019.1-56542/2	synthetic_stool_low_S2	low	TcmJ	35.2
JOFH01000019.1-57848/2	synthetic_stool_low_S2	low	TcmJ	35.2
JOFH01000019.1-84760/1	synthetic_stool_low_S2	low	TcmJ	35.2
gi|529222834|ref|NC_021985.1|-1157912/2	synthetic_stool_low_S32	low	TcmJ	35.2
gi|529222834|ref|NC_021985.1|-305928/2	synthetic_stool_low_S32	low	TcmJ	35.2
gi|529222834|ref|NC_021985.1|-7242298/1	synthetic_stool_low_S32	low	TcmJ	35.2
gi|529222834|ref|NC_021985.1|-2878010/1	synthetic_stool_low_S34	low	TcmJ	35.2
gi|640932211|gb|JJOH01000028.1|-2916/2	synthetic_stool_low_S47	low	TcmJ	35.2
AZXI01000013.1-1335252/2	synthetic_stool_low_S51	low	TcmJ	35.2
JOFH01000019.1-1576/1	synthetic_stool_low_S63	low	TcmJ	35.2
JOFH01000019.1-1087262/1	synthetic_stool_low_S64	low	TcmJ	35.2
JOFH01000019.1-1096202/1	synthetic_stool_low_S64	low	TcmJ	35.2
JOFH01000019.1-1124730/2	synthetic_stool_low_S64	low	TcmJ	35.2
JOFH01000019.1-1153526/1	synthetic_stool_low_S64	low	TcmJ	35.2
JOFH01000019.1-118938/2	synthetic_stool_low_S64	low	TcmJ	35.2
JOFH01000019.1-182428/1	synthetic_stool_low_S64	low	TcmJ	35.2
JOFH01000019.1-204326/1	synthetic_stool_low_S64	low	TcmJ	35.2
JOFH01000019.1-241136/2	synthetic_stool_low_S64	low	TcmJ	35.2
JOFH01000019.1-328142/1	synthetic_stool_low_S64	low	TcmJ	35.2
JOFH01000019.1-399802/2	synthetic_stool_low_S64	low	TcmJ	35.2
JOFH01000019.1-451276/1	synthetic_stool_low_S64	low	TcmJ	35.2
JOFH01000019.1-478668/2	synthetic_stool_low_S64	low	TcmJ	35.2
JOFH01000019.1-48862/1	synthetic_stool_low_S64	low	TcmJ	35.2
JOFH01000019.1-511530/2	synthetic_stool_low_S64	low	TcmJ	35.2
JOFH01000019.1-660448/1	synthetic_stool_low_S64	low	TcmJ	35.2
JOFH01000019.1-660484/1	synthetic_stool_low_S64	low	TcmJ	35.2
JOFH01000019.1-773038/2	synthetic_stool_low_S64	low	TcmJ	35.2
JOFH01000019.1-918798/2	synthetic_stool_low_S64	low	TcmJ	35.2
JOFH01000019.1-940756/1	synthetic_stool_low_S64	low	TcmJ	35.2
JOFH01000019.1-998432/2	synthetic_stool_low_S64	low	TcmJ	35.2
gi|640930959|gb|JJOH01000095.1|-72980/1	synthetic_stool_low_S65	low	TcmJ	35.2
gi|640930959|gb|JJOH01000095.1|-18810/1	synthetic_stool_low_S68	low	TcmJ	35.2
gi|640930959|gb|JJOH01000095.1|-29940/1	synthetic_stool_low_S68	low	TcmJ	35.2
gi|640930959|gb|JJOH01000095.1|-42412/2	synthetic_stool_low_S68	low	TcmJ	35.2
JOFH01000019.1-74156/2	synthetic_stool_high_S7	high	TcmJ	35.2
JOFH01000019.1-97494/1	synthetic_stool_low_S2	low	TcmJ	35.2
gi|529222834|ref|NC_021985.1|-4342168/2	synthetic_stool_low_S34	low	TcmJ	35.2
gi|928414697|gb|LGKI01000478.1|-100458/2	synthetic_stool_low_S49	low	TcmJ	35.2
AZXI01000013.1-658710/2	synthetic_stool_low_S51	low	TcmJ	35.2
gi|640930959|gb|JJOH01000095.1|-19282/1	synthetic_stool_low_S56	low	TcmJ	35.2
JOFH01000019.1-959342/2	synthetic_stool_low_S64	low	TcmJ	35.2
gi|928414697|gb|LGKI01000478.1|-31796/1	synthetic_stool_low_S65	low	TcmJ	35.2
OBDZ01000030.1-132704/1	synthetic_stool_low_S8	low	TcmJ	35.2
OBDZ01000030.1-13656/2	synthetic_stool_low_S8	low	TcmJ	35.2
OBDZ01000030.1-60958/1	synthetic_stool_low_S8	low	TcmJ	35.2
gi|1098134558|emb|FOXX01000014.1|-40016/1	synthetic_stool_high_S12	high	TcmJ	35.1
gi|1098134558|emb|FOXX01000014.1|-6994/1	synthetic_stool_high_S23	high	TcmJ	35.1
JOFH01000019.1-11624/2	synthetic_stool_low_S64	low	TcmJ	35.1
JOFH01000019.1-306692/2	synthetic_stool_low_S64	low	TcmJ	35.1
AZXI01000013.1-1055732/2	synthetic_stool_low_S51	low	TcmJ	35.1
JOFH01000019.1-1856/1	synthetic_stool_high_S63	high	TcmJ	35.1
gi|1098134558|emb|FOXX01000014.1|-596/1	synthetic_stool_low_S49	low	TcmJ	35.1
gi|529222834|ref|NC_021985.1|-5252374/2	synthetic_stool_low_S51	low	TcmJ	35.1
JOFH01000019.1-1083850/2	synthetic_stool_low_S64	low	TcmJ	35.1
JOFH01000019.1-1119798/1	synthetic_stool_low_S64	low	TcmJ	35.1
JOFH01000019.1-120636/1	synthetic_stool_low_S64	low	TcmJ	35.1
JOFH01000019.1-32954/2	synthetic_stool_low_S64	low	TcmJ	35.1
JOFH01000019.1-487030/2	synthetic_stool_low_S64	low	TcmJ	35.1
JOFH01000019.1-576082/2	synthetic_stool_low_S64	low	TcmJ	35.1
JOFH01000019.1-724498/1	synthetic_stool_low_S64	low	TcmJ	35.1
gi|529222834|ref|NC_021985.1|-175162/2	synthetic_stool_high_S56	high	TcmJ	35.1
JOFH01000019.1-250742/2	synthetic_stool_high_S7	high	TcmJ	35.1
JOFH01000019.1-355614/2	synthetic_stool_high_S7	high	TcmJ	35.1
JOFH01000019.1-419584/1	synthetic_stool_high_S7	high	TcmJ	35.1
CP004121.1-2368332/2	synthetic_stool_low_S31	low	TcmJ	35.1
gi|529222834|ref|NC_021985.1|-2090720/1	synthetic_stool_low_S32	low	TcmJ	35.1
gi|529222834|ref|NC_021985.1|-3973166/1	synthetic_stool_low_S32	low	TcmJ	35.1
gi|529222834|ref|NC_021985.1|-4537642/2	synthetic_stool_low_S32	low	TcmJ	35.1
gi|529222834|ref|NC_021985.1|-4640286/1	synthetic_stool_low_S32	low	TcmJ	35.1
gi|529222834|ref|NC_021985.1|-5459326/2	synthetic_stool_low_S32	low	TcmJ	35.1
gi|529222834|ref|NC_021985.1|-6625618/1	synthetic_stool_low_S34	low	TcmJ	35.1
gi|529222834|ref|NC_021985.1|-131682/2	synthetic_stool_low_S41	low	TcmJ	35.1
AZXI01000002.1-1235990/2	synthetic_stool_low_S51	low	TcmJ	35.1
AZXI01000002.1-1341044/1	synthetic_stool_low_S51	low	TcmJ	35.1
AZXI01000002.1-2250162/2	synthetic_stool_low_S51	low	TcmJ	35.1
AZXI01000002.1-380312/2	synthetic_stool_low_S51	low	TcmJ	35.1
gi|529222834|ref|NC_021985.1|-833872/1	synthetic_stool_low_S51	low	TcmJ	35.1
gi|529222834|ref|NC_021985.1|-178106/1	synthetic_stool_low_S57	low	TcmJ	35.1
JOFH01000019.1-1065796/2	synthetic_stool_low_S64	low	TcmJ	35.1
JOFH01000019.1-1092996/2	synthetic_stool_low_S64	low	TcmJ	35.1
JOFH01000019.1-41242/2	synthetic_stool_low_S64	low	TcmJ	35.1
JOFH01000019.1-730860/2	synthetic_stool_low_S64	low	TcmJ	35.1
JOFH01000019.1-748676/1	synthetic_stool_low_S64	low	TcmJ	35.1
gi|640930959|gb|JJOH01000095.1|-78944/2	synthetic_stool_low_S65	low	TcmJ	35.1
AZXI01000002.1-1701338/1	synthetic_stool_low_S51	low	TcmJ	35.1
AZXI01000002.1-2973466/2	synthetic_stool_low_S51	low	TcmJ	35.1
JOFH01000019.1-222288/1	synthetic_stool_high_S7	high	TcmJ	35.1
gi|529222834|ref|NC_021985.1|-165680/1	synthetic_stool_low_S34	low	TcmJ	35.1
AZXI01000013.1-1311454/1	synthetic_stool_low_S51	low	TcmJ	35.1
gi|529222834|ref|NC_021985.1|-251302/1	synthetic_stool_low_S51	low	TcmJ	35.1
gi|1098134558|emb|FOXX01000014.1|-150406/1	synthetic_stool_high_S4	high	TcmJ	35
gi|1098134558|emb|FOXX01000014.1|-165002/1	synthetic_stool_high_S4	high	TcmJ	35
gi|1098134558|emb|FOXX01000014.1|-186946/1	synthetic_stool_high_S4	high	TcmJ	35
gi|1098134558|emb|FOXX01000014.1|-224360/2	synthetic_stool_high_S4	high	TcmJ	35
gi|1098134558|emb|FOXX01000014.1|-23302/1	synthetic_stool_high_S4	high	TcmJ	35
JOFH01000019.1-8062/1	synthetic_stool_high_S7	high	TcmJ	35
JOFH01000019.1-770766/2	synthetic_stool_low_S64	low	TcmJ	35
AZXI01000013.1-29324/2	synthetic_stool_low_S51	low	TcmJ	35
gi|529222834|ref|NC_021985.1|-10196344/2	synthetic_stool_low_S51	low	TcmJ	35
gi|640932211|gb|JJOH01000028.1|-31810/2	synthetic_stool_low_S65	low	TcmJ	35
gi|1098134558|emb|FOXX01000014.1|-35410/2	synthetic_stool_high_S12	high	TcmJ	35
gi|529222834|ref|NC_021985.1|-4368/1	synthetic_stool_high_S14	high	TcmJ	35
JOFH01000019.1-155440/2	synthetic_stool_high_S7	high	TcmJ	35
JOFH01000019.1-159694/2	synthetic_stool_high_S7	high	TcmJ	35
JOFH01000019.1-245650/2	synthetic_stool_high_S7	high	TcmJ	35
JOFH01000019.1-305224/1	synthetic_stool_high_S7	high	TcmJ	35
JOFH01000019.1-311794/1	synthetic_stool_high_S7	high	TcmJ	35
JOFH01000019.1-5774/2	synthetic_stool_high_S7	high	TcmJ	35
JOFH01000019.1-116876/1	synthetic_stool_low_S2	low	TcmJ	35
JOFH01000019.1-60940/2	synthetic_stool_low_S2	low	TcmJ	35
gi|529222834|ref|NC_021985.1|-1021618/1	synthetic_stool_low_S32	low	TcmJ	35
gi|529222834|ref|NC_021985.1|-3305098/1	synthetic_stool_low_S32	low	TcmJ	35
gi|529222834|ref|NC_021985.1|-4500644/2	synthetic_stool_low_S32	low	TcmJ	35
gi|529222834|ref|NC_021985.1|-6918544/1	synthetic_stool_low_S32	low	TcmJ	35
gi|529222834|ref|NC_021985.1|-7067872/2	synthetic_stool_low_S32	low	TcmJ	35
gi|529222834|ref|NC_021985.1|-1211540/2	synthetic_stool_low_S34	low	TcmJ	35
gi|529222834|ref|NC_021985.1|-5775656/1	synthetic_stool_low_S34	low	TcmJ	35
gi|529222834|ref|NC_021985.1|-6392900/1	synthetic_stool_low_S34	low	TcmJ	35
gi|529222834|ref|NC_021985.1|-6484536/1	synthetic_stool_low_S34	low	TcmJ	35
gi|928414697|gb|LGKI01000478.1|-21790/1	synthetic_stool_low_S40	low	TcmJ	35
AZXI01000013.1-1072524/1	synthetic_stool_low_S51	low	TcmJ	35
AZXI01000013.1-229824/2	synthetic_stool_low_S51	low	TcmJ	35
AZXI01000013.1-355794/2	synthetic_stool_low_S51	low	TcmJ	35
AZXI01000013.1-429438/2	synthetic_stool_low_S51	low	TcmJ	35
AZXI01000013.1-902536/2	synthetic_stool_low_S51	low	TcmJ	35
gi|529222834|ref|NC_021985.1|-3287066/2	synthetic_stool_low_S51	low	TcmJ	35
gi|529222834|ref|NC_021985.1|-6776576/1	synthetic_stool_low_S51	low	TcmJ	35
gi|529222834|ref|NC_021985.1|-7853850/1	synthetic_stool_low_S51	low	TcmJ	35
gi|529222834|ref|NC_021985.1|-9068890/2	synthetic_stool_low_S51	low	TcmJ	35
AZXI01000002.1-12058/1	synthetic_stool_low_S52	low	TcmJ	35
AZXI01000013.1-72116/2	synthetic_stool_low_S53	low	TcmJ	35
gi|529222834|ref|NC_021985.1|-94800/1	synthetic_stool_low_S55	low	TcmJ	35
gi|928414697|gb|LGKI01000478.1|-1486/1	synthetic_stool_low_S57	low	TcmJ	35
JOFH01000019.1-1020070/2	synthetic_stool_low_S64	low	TcmJ	35
JOFH01000019.1-1085554/1	synthetic_stool_low_S64	low	TcmJ	35
JOFH01000019.1-1101740/1	synthetic_stool_low_S64	low	TcmJ	35
JOFH01000019.1-1116026/1	synthetic_stool_low_S64	low	TcmJ	35
JOFH01000019.1-1164014/2	synthetic_stool_low_S64	low	TcmJ	35
JOFH01000019.1-1177026/2	synthetic_stool_low_S64	low	TcmJ	35
JOFH01000019.1-164656/1	synthetic_stool_low_S64	low	TcmJ	35
JOFH01000019.1-213642/2	synthetic_stool_low_S64	low	TcmJ	35
JOFH01000019.1-247946/1	synthetic_stool_low_S64	low	TcmJ	35
JOFH01000019.1-311732/1	synthetic_stool_low_S64	low	TcmJ	35
JOFH01000019.1-416408/1	synthetic_stool_low_S64	low	TcmJ	35
JOFH01000019.1-436596/1	synthetic_stool_low_S64	low	TcmJ	35
JOFH01000019.1-491584/1	synthetic_stool_low_S64	low	TcmJ	35
JOFH01000019.1-534086/1	synthetic_stool_low_S64	low	TcmJ	35
JOFH01000019.1-554328/1	synthetic_stool_low_S64	low	TcmJ	35
JOFH01000019.1-686878/1	synthetic_stool_low_S64	low	TcmJ	35
JOFH01000019.1-688486/2	synthetic_stool_low_S64	low	TcmJ	35
JOFH01000019.1-75842/1	synthetic_stool_low_S64	low	TcmJ	35
JOFH01000019.1-835320/2	synthetic_stool_low_S64	low	TcmJ	35
JOFH01000019.1-866694/1	synthetic_stool_low_S64	low	TcmJ	35
JOFH01000019.1-943522/2	synthetic_stool_low_S64	low	TcmJ	35
JOFH01000019.1-962896/1	synthetic_stool_low_S64	low	TcmJ	35
JOFH01000019.1-96376/1	synthetic_stool_low_S64	low	TcmJ	35
JOFH01000019.1-998480/2	synthetic_stool_low_S64	low	TcmJ	35
OBDZ01000030.1-61506/2	synthetic_stool_low_S69	low	TcmJ	35
AZXI01000002.1-23606/2	synthetic_stool_high_S45	high	TcmJ	35
AZXI01000002.1-1161116/2	synthetic_stool_low_S51	low	TcmJ	35
AZXI01000002.1-592090/2	synthetic_stool_low_S51	low	TcmJ	35
JOFH01000019.1-128062/2	synthetic_stool_high_S7	high	TcmJ	35
JOFH01000019.1-181182/1	synthetic_stool_high_S7	high	TcmJ	35
JOFH01000019.1-276720/2	synthetic_stool_high_S7	high	TcmJ	35
JOFH01000019.1-396662/2	synthetic_stool_high_S7	high	TcmJ	35
OBDZ01000030.1-36834/1	synthetic_stool_low_S27	low	TcmJ	35
gi|529222834|ref|NC_021985.1|-3717490/2	synthetic_stool_low_S32	low	TcmJ	35
gi|529222834|ref|NC_021985.1|-607508/1	synthetic_stool_low_S32	low	TcmJ	35
gi|529222834|ref|NC_021985.1|-8765236/1	synthetic_stool_low_S51	low	TcmJ	35
gi|1098134558|emb|FOXX01000014.1|-184566/2	synthetic_stool_high_S4	high	TcmJ	34.9
AZXI01000013.1-13380/2	synthetic_stool_low_S51	low	TcmJ	34.9
AZXI01000013.1-1793470/2	synthetic_stool_low_S51	low	TcmJ	34.9
AZXI01000013.1-301506/2	synthetic_stool_low_S51	low	TcmJ	34.9
gi|1098134558|emb|FOXX01000014.1|-39384/1	synthetic_stool_high_S12	high	TcmJ	34.9
JOFH01000019.1-186022/1	synthetic_stool_high_S7	high	TcmJ	34.9
gi|1098134558|emb|FOXX01000014.1|-8778/1	synthetic_stool_low_S14	low	TcmJ	34.9
gi|1098134558|emb|FOXX01000014.1|-1968/1	synthetic_stool_low_S34	low	TcmJ	34.9
gi|640932211|gb|JJOH01000028.1|-22716/1	synthetic_stool_low_S63	low	TcmJ	34.9
JOFH01000019.1-140896/1	synthetic_stool_high_S7	high	TcmJ	34.9
JOFH01000019.1-134950/2	synthetic_stool_low_S2	low	TcmJ	34.9
gi|928414697|gb|LGKI01000478.1|-119110/2	synthetic_stool_low_S33	low	TcmJ	34.9
AZXI01000002.1-1115520/1	synthetic_stool_low_S51	low	TcmJ	34.9
AZXI01000002.1-1896616/1	synthetic_stool_low_S51	low	TcmJ	34.9
AZXI01000002.1-2200776/1	synthetic_stool_low_S51	low	TcmJ	34.9
AZXI01000002.1-3196216/1	synthetic_stool_low_S51	low	TcmJ	34.9
AZXI01000013.1-299200/2	synthetic_stool_low_S51	low	TcmJ	34.9
AZXI01000013.1-856022/1	synthetic_stool_low_S51	low	TcmJ	34.9
JOFH01000019.1-898960/1	synthetic_stool_low_S64	low	TcmJ	34.9
AZXI01000002.1-2092674/2	synthetic_stool_low_S51	low	TcmJ	34.9
AZXI01000002.1-3000414/2	synthetic_stool_low_S51	low	TcmJ	34.9
AZXI01000002.1-800488/2	synthetic_stool_low_S51	low	TcmJ	34.9
OBDZ01000030.1-4194/1	synthetic_stool_high_S14	high	TcmJ	34.9
JOFH01000019.1-249360/1	synthetic_stool_high_S7	high	TcmJ	34.9
JOFH01000019.1-354056/2	synthetic_stool_high_S7	high	TcmJ	34.9
JOFH01000019.1-74566/2	synthetic_stool_low_S2	low	TcmJ	34.9
JOFH01000019.1-462/2	synthetic_stool_low_S21	low	TcmJ	34.9
AZXI01000013.1-1017878/2	synthetic_stool_low_S51	low	TcmJ	34.9
AZXI01000013.1-134842/2	synthetic_stool_low_S51	low	TcmJ	34.9
gi|529222834|ref|NC_021985.1|-5353936/2	synthetic_stool_low_S51	low	TcmJ	34.9
JOFH01000019.1-239590/2	synthetic_stool_low_S64	low	TcmJ	34.9
JOFH01000019.1-389456/2	synthetic_stool_low_S64	low	TcmJ	34.9
JOFH01000019.1-42552/1	synthetic_stool_low_S64	low	TcmJ	34.9
OBDZ01000030.1-98360/2	synthetic_stool_low_S8	low	TcmJ	34.9
gi|1098134558|emb|FOXX01000014.1|-37310/2	synthetic_stool_high_S12	high	TcmJ	34.8
gi|1098134558|emb|FOXX01000014.1|-133124/2	synthetic_stool_high_S4	high	TcmJ	34.8
gi|640930959|gb|JJOH01000095.1|-500/2	synthetic_stool_low_S0	low	TcmJ	34.8
gi|529222834|ref|NC_021985.1|-4948294/1	synthetic_stool_low_S32	low	TcmJ	34.8
gi|529222834|ref|NC_021985.1|-4949154/1	synthetic_stool_low_S32	low	TcmJ	34.8
gi|529222834|ref|NC_021985.1|-6956734/2	synthetic_stool_low_S32	low	TcmJ	34.8
gi|529222834|ref|NC_021985.1|-11895694/1	synthetic_stool_low_S51	low	TcmJ	34.8
gi|640930959|gb|JJOH01000095.1|-43920/2	synthetic_stool_low_S56	low	TcmJ	34.8
gi|640930959|gb|JJOH01000095.1|-52764/1	synthetic_stool_low_S56	low	TcmJ	34.8
gi|640930959|gb|JJOH01000095.1|-46324/1	synthetic_stool_low_S63	low	TcmJ	34.8
JOFH01000019.1-635008/1	synthetic_stool_low_S64	low	TcmJ	34.8
gi|640930959|gb|JJOH01000095.1|-63730/2	synthetic_stool_low_S65	low	TcmJ	34.8
gi|640932211|gb|JJOH01000028.1|-10360/1	synthetic_stool_low_S65	low	TcmJ	34.8
AZXI01000013.1-1068988/1	synthetic_stool_low_S51	low	TcmJ	34.8
AZXI01000013.1-1082152/2	synthetic_stool_low_S51	low	TcmJ	34.8
AZXI01000013.1-1243408/2	synthetic_stool_low_S51	low	TcmJ	34.8
AZXI01000013.1-1780042/2	synthetic_stool_low_S51	low	TcmJ	34.8
AZXI01000013.1-223850/1	synthetic_stool_low_S51	low	TcmJ	34.8
JOFH01000019.1-409838/2	synthetic_stool_high_S7	high	TcmJ	34.8
AZXI01000013.1-1789918/1	synthetic_stool_low_S51	low	TcmJ	34.8
JOFH01000019.1-807678/2	synthetic_stool_low_S64	low	TcmJ	34.8
gi|529222834|ref|NC_021985.1|-3504448/1	synthetic_stool_low_S32	low	TcmJ	34.8
AZXI01000013.1-288/2	synthetic_stool_low_S34	low	TcmJ	34.8
gi|529222834|ref|NC_021985.1|-4641614/2	synthetic_stool_low_S34	low	TcmJ	34.8
AZXI01000002.1-2704234/1	synthetic_stool_low_S51	low	TcmJ	34.8
AZXI01000013.1-1140308/2	synthetic_stool_low_S51	low	TcmJ	34.8
AZXI01000013.1-1559642/1	synthetic_stool_low_S51	low	TcmJ	34.8
AZXI01000013.1-1752782/1	synthetic_stool_low_S51	low	TcmJ	34.8
AZXI01000013.1-594806/2	synthetic_stool_low_S51	low	TcmJ	34.8
gi|529222834|ref|NC_021985.1|-1680358/2	synthetic_stool_low_S51	low	TcmJ	34.8
AZXI01000002.1-1245862/2	synthetic_stool_low_S51	low	TcmJ	34.8
AZXI01000002.1-1692810/2	synthetic_stool_low_S51	low	TcmJ	34.8
AZXI01000002.1-473894/2	synthetic_stool_low_S51	low	TcmJ	34.8
gi|640930959|gb|JJOH01000095.1|-3252/1	synthetic_stool_high_S53	high	TcmJ	34.8
OBDZ01000030.1-24678/2	synthetic_stool_low_S27	low	TcmJ	34.8
AZXI01000013.1-555892/2	synthetic_stool_low_S51	low	TcmJ	34.8
gi|529222834|ref|NC_021985.1|-4305126/2	synthetic_stool_low_S51	low	TcmJ	34.8
gi|640932211|gb|JJOH01000028.1|-11978/2	synthetic_stool_low_S56	low	TcmJ	34.8
gi|640930959|gb|JJOH01000095.1|-12516/2	synthetic_stool_low_S63	low	TcmJ	34.8
gi|640930959|gb|JJOH01000095.1|-74522/1	synthetic_stool_low_S65	low	TcmJ	34.8
gi|640930959|gb|JJOH01000095.1|-1176/1	synthetic_stool_low_S68	low	TcmJ	34.8
OBDZ01000030.1-200548/2	synthetic_stool_low_S8	low	TcmJ	34.8
JOFH01000019.1-334832/2	synthetic_stool_high_S7	high	TcmJ	34.7
JOFH01000019.1-351114/2	synthetic_stool_high_S7	high	TcmJ	34.7
gi|640930959|gb|JJOH01000095.1|-8812/1	synthetic_stool_low_S3	low	TcmJ	34.7
gi|529222834|ref|NC_021985.1|-6807372/2	synthetic_stool_low_S32	low	TcmJ	34.7
gi|529222834|ref|NC_021985.1|-827960/2	synthetic_stool_low_S32	low	TcmJ	34.7
gi|529222834|ref|NC_021985.1|-1341158/2	synthetic_stool_low_S34	low	TcmJ	34.7
gi|529222834|ref|NC_021985.1|-1453804/2	synthetic_stool_low_S34	low	TcmJ	34.7
gi|529222834|ref|NC_021985.1|-108200/1	synthetic_stool_low_S41	low	TcmJ	34.7
gi|529222834|ref|NC_021985.1|-731104/2	synthetic_stool_low_S41	low	TcmJ	34.7
gi|640930959|gb|JJOH01000095.1|-3420/2	synthetic_stool_low_S47	low	TcmJ	34.7
gi|529222834|ref|NC_021985.1|-10014864/1	synthetic_stool_low_S51	low	TcmJ	34.7
gi|529222834|ref|NC_021985.1|-2080330/1	synthetic_stool_low_S51	low	TcmJ	34.7
gi|529222834|ref|NC_021985.1|-7034480/2	synthetic_stool_low_S51	low	TcmJ	34.7
JOFH01000019.1-260694/2	synthetic_stool_low_S64	low	TcmJ	34.7
gi|640930959|gb|JJOH01000095.1|-73964/2	synthetic_stool_low_S65	low	TcmJ	34.7
AZXI01000013.1-5104/1	synthetic_stool_high_S45	high	TcmJ	34.7
AZXI01000013.1-1102000/2	synthetic_stool_low_S51	low	TcmJ	34.7
AZXI01000013.1-1223810/1	synthetic_stool_low_S51	low	TcmJ	34.7
AZXI01000013.1-122512/1	synthetic_stool_low_S51	low	TcmJ	34.7
AZXI01000013.1-128964/1	synthetic_stool_low_S51	low	TcmJ	34.7
AZXI01000013.1-1301906/1	synthetic_stool_low_S51	low	TcmJ	34.7
AZXI01000013.1-1313670/2	synthetic_stool_low_S51	low	TcmJ	34.7
AZXI01000013.1-1363210/2	synthetic_stool_low_S51	low	TcmJ	34.7
AZXI01000013.1-1459250/2	synthetic_stool_low_S51	low	TcmJ	34.7
AZXI01000013.1-1520866/2	synthetic_stool_low_S51	low	TcmJ	34.7
AZXI01000013.1-1536634/1	synthetic_stool_low_S51	low	TcmJ	34.7
AZXI01000013.1-1636712/2	synthetic_stool_low_S51	low	TcmJ	34.7
AZXI01000013.1-167302/2	synthetic_stool_low_S51	low	TcmJ	34.7
AZXI01000013.1-19750/1	synthetic_stool_low_S51	low	TcmJ	34.7
AZXI01000013.1-260906/2	synthetic_stool_low_S51	low	TcmJ	34.7
AZXI01000013.1-413964/2	synthetic_stool_low_S51	low	TcmJ	34.7
AZXI01000013.1-537622/2	synthetic_stool_low_S51	low	TcmJ	34.7
AZXI01000013.1-590998/1	synthetic_stool_low_S51	low	TcmJ	34.7
AZXI01000013.1-65596/2	synthetic_stool_low_S51	low	TcmJ	34.7
AZXI01000013.1-66352/1	synthetic_stool_low_S51	low	TcmJ	34.7
AZXI01000013.1-832106/2	synthetic_stool_low_S51	low	TcmJ	34.7
AZXI01000013.1-889186/2	synthetic_stool_low_S51	low	TcmJ	34.7
AZXI01000013.1-958574/1	synthetic_stool_low_S51	low	TcmJ	34.7
