sseqid	slen	sstart	send	qseqid	qlen	qstart	qend	pident	evalue	Sample	cutoff
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	351	450	gi|640937269|gb|JJOH01000002.1|-9198/2	100	1	100	100	9.58e-51	synthetic_stool_low_S43	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	227	326	gi|640937269|gb|JJOH01000002.1|-7834/1	100	1	100	99	4.46e-49	synthetic_stool_low_S43	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	351	254	gi|640937269|gb|JJOH01000002.1|-5710/1	100	3	100	100	1.24e-49	synthetic_stool_low_S43	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	153	252	gi|640937269|gb|JJOH01000002.1|-5590/1	100	1	100	100	9.58e-51	synthetic_stool_low_S43	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	207	306	gi|640937269|gb|JJOH01000002.1|-1708/1	100	1	100	100	9.58e-51	synthetic_stool_low_S43	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	329	230	gi|529222834|ref|NC_021985.1|-68748/2	100	1	100	99	4.46e-49	synthetic_stool_low_S38	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	274	175	gi|529222834|ref|NC_021985.1|-32764/1	100	1	100	99	4.46e-49	synthetic_stool_low_S38	minus_five_score
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	1443	114	15	gi|1081600317|emb|FMWJ01000012.1|-10688/2	100	1	100	100	9.58e-51	synthetic_stool_low_S36	minus_five_score
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	1443	127	28	gi|1081600317|emb|FMWJ01000012.1|-9012/2	100	1	100	97	9.65e-46	synthetic_stool_low_S36	minus_five_score
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	1443	105	6	gi|1081600317|emb|FMWJ01000012.1|-3566/1	100	1	100	100	9.58e-51	synthetic_stool_low_S36	minus_five_score
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	1443	155	56	gi|1081600317|emb|FMWJ01000012.1|-3208/1	100	1	100	97	9.65e-46	synthetic_stool_low_S36	minus_five_score
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	1443	10	109	gi|1081600317|emb|FMWJ01000012.1|-2696/2	100	1	100	100	9.58e-51	synthetic_stool_low_S36	minus_five_score
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	1443	9	108	gi|1081600317|emb|FMWJ01000012.1|-2438/1	100	1	100	100	9.58e-51	synthetic_stool_low_S36	minus_five_score
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	1443	158	59	gi|1081600317|emb|FMWJ01000012.1|-1242/2	100	1	100	99	4.46e-49	synthetic_stool_low_S36	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	214	313	gi|529222834|ref|NC_021985.1|-743724/1	100	1	100	99	4.46e-49	synthetic_stool_low_S36	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	40	139	gi|529222834|ref|NC_021985.1|-692232/2	100	1	100	100	9.58e-51	synthetic_stool_low_S36	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	255	354	gi|529222834|ref|NC_021985.1|-549506/1	100	1	100	100	9.58e-51	synthetic_stool_low_S36	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	376	277	gi|529222834|ref|NC_021985.1|-539440/2	100	1	100	99	4.46e-49	synthetic_stool_low_S36	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	154	253	gi|529222834|ref|NC_021985.1|-514816/1	100	1	100	99	4.46e-49	synthetic_stool_low_S36	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	149	248	gi|529222834|ref|NC_021985.1|-476888/1	100	1	100	100	9.58e-51	synthetic_stool_low_S36	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	293	194	gi|529222834|ref|NC_021985.1|-470882/1	100	1	100	100	9.58e-51	synthetic_stool_low_S36	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	259	160	gi|529222834|ref|NC_021985.1|-454694/2	100	1	100	100	9.58e-51	synthetic_stool_low_S36	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	167	266	gi|529222834|ref|NC_021985.1|-406672/2	100	1	100	98	2.07e-47	synthetic_stool_low_S36	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	278	179	gi|529222834|ref|NC_021985.1|-319082/1	100	1	100	100	9.58e-51	synthetic_stool_low_S36	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	248	347	gi|529222834|ref|NC_021985.1|-312172/1	100	1	100	100	9.58e-51	synthetic_stool_low_S36	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	271	370	gi|529222834|ref|NC_021985.1|-297194/1	100	1	100	100	9.58e-51	synthetic_stool_low_S36	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	41	140	gi|529222834|ref|NC_021985.1|-254920/1	100	1	100	98	2.07e-47	synthetic_stool_low_S36	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	286	385	gi|529222834|ref|NC_021985.1|-123768/2	100	1	100	98	2.07e-47	synthetic_stool_low_S36	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	216	315	gi|529222834|ref|NC_021985.1|-118508/2	100	1	100	100	9.58e-51	synthetic_stool_low_S36	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	159	258	gi|529222834|ref|NC_021985.1|-87786/1	100	1	100	100	9.58e-51	synthetic_stool_low_S36	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	266	167	gi|529222834|ref|NC_021985.1|-74258/1	100	1	100	100	9.58e-51	synthetic_stool_low_S36	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	257	158	gi|529222834|ref|NC_021985.1|-70880/2	100	1	100	98	2.07e-47	synthetic_stool_low_S36	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	127	226	gi|529222834|ref|NC_021985.1|-46488/2	100	1	100	100	9.58e-51	synthetic_stool_low_S36	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	127	28	gi|529222834|ref|NC_021985.1|-44746/1	100	1	100	100	9.58e-51	synthetic_stool_low_S36	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	144	47	gi|529222834|ref|NC_021985.1|-1686/2	100	1	98	97.959	2.68e-46	synthetic_stool_low_S36	minus_five_score
NZ_JOFH01000019__S.olivaceus__Cyclase	480	292	391	JOFH01000019.1-2512/2	100	1	100	94	9.72e-41	synthetic_stool_low_S30	minus_five_score
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	480	312	391	JOFH01000019.1-2512/2	100	20	100	85.185	1.29e-19	synthetic_stool_low_S30	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	160	61	gi|529222834|ref|NC_021985.1|-95902/1	100	1	100	100	9.58e-51	synthetic_stool_low_S29	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	141	42	gi|529222834|ref|NC_021985.1|-65116/2	100	1	100	97	9.65e-46	synthetic_stool_low_S29	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	243	144	gi|529222834|ref|NC_021985.1|-38542/1	100	1	100	100	9.58e-51	synthetic_stool_low_S29	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	184	283	gi|529222834|ref|NC_021985.1|-5028/1	100	1	100	99	4.46e-49	synthetic_stool_low_S29	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	181	280	gi|640937269|gb|JJOH01000002.1|-39322/2	100	1	100	97	9.65e-46	synthetic_stool_low_S29	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	321	222	gi|640937269|gb|JJOH01000002.1|-33734/1	100	1	100	100	9.58e-51	synthetic_stool_low_S29	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	142	43	gi|640937269|gb|JJOH01000002.1|-32468/2	100	1	100	98	2.07e-47	synthetic_stool_low_S29	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	154	55	gi|640937269|gb|JJOH01000002.1|-31356/1	100	1	100	100	9.58e-51	synthetic_stool_low_S29	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	36	135	gi|640937269|gb|JJOH01000002.1|-31024/2	100	1	100	97	9.65e-46	synthetic_stool_low_S29	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	97	1	gi|640937269|gb|JJOH01000002.1|-29500/2	100	1	97	97.938	9.65e-46	synthetic_stool_low_S29	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	236	137	gi|640937269|gb|JJOH01000002.1|-25394/2	100	1	100	97	9.65e-46	synthetic_stool_low_S29	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	144	45	gi|640937269|gb|JJOH01000002.1|-24256/1	100	1	100	96	4.49e-44	synthetic_stool_low_S29	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	147	246	gi|640937269|gb|JJOH01000002.1|-24210/1	100	1	100	99	4.46e-49	synthetic_stool_low_S29	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	195	294	gi|640937269|gb|JJOH01000002.1|-23596/1	100	1	100	99	4.46e-49	synthetic_stool_low_S29	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	206	305	gi|640937269|gb|JJOH01000002.1|-21488/1	100	1	100	99	4.46e-49	synthetic_stool_low_S29	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	212	311	gi|640937269|gb|JJOH01000002.1|-21258/2	100	1	100	100	9.58e-51	synthetic_stool_low_S29	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	222	123	gi|640937269|gb|JJOH01000002.1|-21136/2	100	1	100	99	4.46e-49	synthetic_stool_low_S29	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	178	277	gi|640937269|gb|JJOH01000002.1|-17468/2	100	1	100	97	9.65e-46	synthetic_stool_low_S29	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	138	39	gi|640937269|gb|JJOH01000002.1|-16056/2	100	1	100	100	9.58e-51	synthetic_stool_low_S29	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	25	124	gi|640937269|gb|JJOH01000002.1|-15994/1	100	1	100	99	4.46e-49	synthetic_stool_low_S29	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	153	252	gi|640937269|gb|JJOH01000002.1|-12038/2	100	1	100	100	9.58e-51	synthetic_stool_low_S29	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	162	261	gi|640937269|gb|JJOH01000002.1|-11514/2	100	1	100	99	4.46e-49	synthetic_stool_low_S29	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	104	5	gi|640937269|gb|JJOH01000002.1|-10558/1	100	1	100	99	4.46e-49	synthetic_stool_low_S29	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	299	200	gi|640937269|gb|JJOH01000002.1|-9532/2	100	1	100	99	4.46e-49	synthetic_stool_low_S29	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	135	36	gi|640937269|gb|JJOH01000002.1|-8546/2	100	1	100	98	2.07e-47	synthetic_stool_low_S29	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	218	317	gi|640937269|gb|JJOH01000002.1|-5538/1	100	1	100	100	9.58e-51	synthetic_stool_low_S29	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	157	256	gi|640937269|gb|JJOH01000002.1|-4384/1	100	1	100	100	9.58e-51	synthetic_stool_low_S29	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	85	184	gi|529222834|ref|NC_021985.1|-45594/2	100	1	100	98	2.07e-47	synthetic_stool_low_S27	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	268	169	gi|529222834|ref|NC_021985.1|-18862/1	100	1	100	99	4.46e-49	synthetic_stool_low_S27	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	89	188	gi|529222834|ref|NC_021985.1|-814536/1	100	1	100	100	9.58e-51	synthetic_stool_low_S26	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	69	168	gi|529222834|ref|NC_021985.1|-758936/1	100	1	100	99	4.46e-49	synthetic_stool_low_S26	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	118	19	gi|529222834|ref|NC_021985.1|-752012/2	100	1	100	98	2.07e-47	synthetic_stool_low_S26	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	250	349	gi|529222834|ref|NC_021985.1|-750204/2	100	1	100	100	9.58e-51	synthetic_stool_low_S26	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	193	94	gi|529222834|ref|NC_021985.1|-746022/2	100	1	100	100	9.58e-51	synthetic_stool_low_S26	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	329	230	gi|529222834|ref|NC_021985.1|-702770/2	100	1	100	100	9.58e-51	synthetic_stool_low_S26	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	319	220	gi|529222834|ref|NC_021985.1|-684686/1	100	1	100	100	9.58e-51	synthetic_stool_low_S26	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	140	41	gi|529222834|ref|NC_021985.1|-670152/1	100	1	100	100	9.58e-51	synthetic_stool_low_S26	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	281	380	gi|529222834|ref|NC_021985.1|-623484/2	100	1	100	98	2.07e-47	synthetic_stool_low_S26	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	124	223	gi|529222834|ref|NC_021985.1|-574252/1	100	1	100	100	9.58e-51	synthetic_stool_low_S26	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	296	197	gi|529222834|ref|NC_021985.1|-570854/1	100	1	100	100	9.58e-51	synthetic_stool_low_S26	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	144	45	gi|529222834|ref|NC_021985.1|-444750/2	100	1	100	100	9.58e-51	synthetic_stool_low_S26	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	210	309	gi|529222834|ref|NC_021985.1|-425572/1	100	1	100	98	2.07e-47	synthetic_stool_low_S26	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	80	179	gi|529222834|ref|NC_021985.1|-348244/1	100	1	100	99	4.46e-49	synthetic_stool_low_S26	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	141	240	gi|529222834|ref|NC_021985.1|-271268/1	100	1	100	100	9.58e-51	synthetic_stool_low_S26	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	336	237	gi|529222834|ref|NC_021985.1|-199274/2	100	1	100	100	9.58e-51	synthetic_stool_low_S26	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	342	441	gi|529222834|ref|NC_021985.1|-192458/1	100	1	100	100	9.58e-51	synthetic_stool_low_S26	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	84	183	gi|529222834|ref|NC_021985.1|-176228/1	100	1	100	100	9.58e-51	synthetic_stool_low_S26	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	154	253	gi|529222834|ref|NC_021985.1|-158646/2	100	1	100	96	4.49e-44	synthetic_stool_low_S26	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	435	336	gi|529222834|ref|NC_021985.1|-92432/2	100	1	100	99	4.46e-49	synthetic_stool_low_S26	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	146	245	gi|529222834|ref|NC_021985.1|-74954/1	100	1	100	99	4.46e-49	synthetic_stool_low_S26	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	280	181	gi|529222834|ref|NC_021985.1|-53416/1	100	1	100	99	4.46e-49	synthetic_stool_low_S26	minus_five_score
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	1443	59	158	gi|1081600317|emb|FMWJ01000012.1|-764/2	100	1	100	98	2.07e-47	synthetic_stool_low_S21	minus_five_score
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	1443	29	128	gi|1081600317|emb|FMWJ01000012.1|-206/2	100	1	100	100	9.58e-51	synthetic_stool_low_S21	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	314	215	gi|529222834|ref|NC_021985.1|-899364/2	100	1	100	99	4.46e-49	synthetic_stool_low_S21	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	256	355	gi|529222834|ref|NC_021985.1|-770100/1	100	1	100	100	9.58e-51	synthetic_stool_low_S21	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	286	385	gi|529222834|ref|NC_021985.1|-701920/1	100	1	100	99	4.46e-49	synthetic_stool_low_S21	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	253	348	gi|529222834|ref|NC_021985.1|-541942/1	100	1	96	98.958	7.46e-47	synthetic_stool_low_S21	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	257	356	gi|529222834|ref|NC_021985.1|-537092/2	100	1	100	97	9.65e-46	synthetic_stool_low_S21	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	193	94	gi|529222834|ref|NC_021985.1|-518730/2	100	1	100	97	9.65e-46	synthetic_stool_low_S21	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	259	358	gi|529222834|ref|NC_021985.1|-484832/1	100	1	100	100	9.58e-51	synthetic_stool_low_S21	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	281	380	gi|529222834|ref|NC_021985.1|-445206/2	100	1	100	100	9.58e-51	synthetic_stool_low_S21	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	332	233	gi|529222834|ref|NC_021985.1|-405088/2	100	1	100	99	4.46e-49	synthetic_stool_low_S21	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	90	189	gi|529222834|ref|NC_021985.1|-397650/1	100	1	100	100	9.58e-51	synthetic_stool_low_S21	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	209	308	gi|529222834|ref|NC_021985.1|-381478/1	100	1	100	100	9.58e-51	synthetic_stool_low_S21	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	157	256	gi|529222834|ref|NC_021985.1|-339866/1	100	1	100	100	9.58e-51	synthetic_stool_low_S21	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	297	198	gi|529222834|ref|NC_021985.1|-305250/1	100	1	100	100	9.58e-51	synthetic_stool_low_S21	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	188	89	gi|529222834|ref|NC_021985.1|-202086/1	100	1	100	99	4.46e-49	synthetic_stool_low_S21	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	276	375	gi|529222834|ref|NC_021985.1|-194724/2	100	1	100	99	4.46e-49	synthetic_stool_low_S21	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	262	163	gi|529222834|ref|NC_021985.1|-179796/1	100	1	100	99	4.46e-49	synthetic_stool_low_S21	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	153	252	gi|529222834|ref|NC_021985.1|-159166/1	100	1	100	100	9.58e-51	synthetic_stool_low_S21	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	46	145	gi|529222834|ref|NC_021985.1|-122658/1	100	1	100	100	9.58e-51	synthetic_stool_low_S21	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	247	346	gi|529222834|ref|NC_021985.1|-56414/1	100	1	100	99	4.46e-49	synthetic_stool_low_S21	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	244	145	gi|529222834|ref|NC_021985.1|-83374/2	100	1	100	100	9.58e-51	synthetic_stool_low_S20	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	162	63	gi|529222834|ref|NC_021985.1|-69614/1	100	1	100	100	9.58e-51	synthetic_stool_low_S20	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	143	242	gi|529222834|ref|NC_021985.1|-51162/2	100	1	100	100	9.58e-51	synthetic_stool_low_S20	minus_five_score
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	1443	47	146	gi|1081600317|emb|FMWJ01000012.1|-314/2	100	1	100	100	9.58e-51	synthetic_stool_low_S16	minus_five_score
NZ_FMWJ01000001__Photorhabdus_luminescens__BLP72_RS13800	1443	144	45	gi|1081600317|emb|FMWJ01000012.1|-22/2	100	1	100	100	9.58e-51	synthetic_stool_low_S16	minus_five_score
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	1359	284	185	gi|640937269|gb|JJOH01000002.1|-3634/1	100	1	100	100	9.58e-51	synthetic_stool_low_S0	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	146	47	gi|529222834|ref|NC_021985.1|-869864/1	100	1	100	99	4.46e-49	synthetic_stool_high_S8	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	355	258	gi|529222834|ref|NC_021985.1|-857576/2	100	1	98	97.959	2.68e-46	synthetic_stool_high_S8	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	161	260	gi|529222834|ref|NC_021985.1|-822074/1	100	1	100	100	9.58e-51	synthetic_stool_high_S8	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	169	268	gi|529222834|ref|NC_021985.1|-781830/1	100	1	100	98	2.07e-47	synthetic_stool_high_S8	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	342	441	gi|529222834|ref|NC_021985.1|-748538/2	100	1	100	99	4.46e-49	synthetic_stool_high_S8	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	45	144	gi|529222834|ref|NC_021985.1|-636674/1	100	1	100	99	4.46e-49	synthetic_stool_high_S8	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	58	157	gi|529222834|ref|NC_021985.1|-621096/1	100	1	100	99	4.46e-49	synthetic_stool_high_S8	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	45	144	gi|529222834|ref|NC_021985.1|-593976/1	100	1	100	99	4.46e-49	synthetic_stool_high_S8	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	435	336	gi|529222834|ref|NC_021985.1|-593976/2	100	1	100	98	2.07e-47	synthetic_stool_high_S8	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	169	268	gi|529222834|ref|NC_021985.1|-540152/2	100	1	100	98	2.07e-47	synthetic_stool_high_S8	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	354	255	gi|529222834|ref|NC_021985.1|-534882/1	100	1	100	99	4.46e-49	synthetic_stool_high_S8	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	120	21	gi|529222834|ref|NC_021985.1|-516562/2	100	1	100	99	4.46e-49	synthetic_stool_high_S8	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	336	237	gi|529222834|ref|NC_021985.1|-507894/1	100	1	100	100	9.58e-51	synthetic_stool_high_S8	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	266	365	gi|529222834|ref|NC_021985.1|-425416/1	100	1	100	99	4.46e-49	synthetic_stool_high_S8	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	228	327	gi|529222834|ref|NC_021985.1|-397350/1	100	1	100	99	4.46e-49	synthetic_stool_high_S8	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	278	377	gi|529222834|ref|NC_021985.1|-346534/1	100	1	100	100	9.58e-51	synthetic_stool_high_S8	minus_five_score
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	948	244	145	gi|529222834|ref|NC_021985.1|-292554/1	100	1	100	99	4.46e-49	synthetic_stool_high_S8	minus_five_score
