gene_name	start	end	interval	cyclase_type
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__PBOR_RS06335	18	105	0_30	TcmJ
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__PBOR_RS06335	48	132	10_40	TcmJ
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__PBOR_RS06335	78	162	20_50	TcmJ
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__PBOR_RS06335	108	192	30_60	TcmJ
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__PBOR_RS06335	135	222	40_70	TcmJ
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__PBOR_RS06335	165	249	50_80	TcmJ
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__PBOR_RS06335	195	279	60_90	TcmJ
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__PBOR_RS06335	225	312	70_100	TcmJ
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__PBOR_RS06335	252	339	80_110	TcmJ
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__PBOR_RS06335	282	369	90_120	TcmJ
NZ_JOFH01000019__S.olivaceus__IG94_RS0121830	3	78	0_30	TcmJ
NZ_JOFH01000019__S.olivaceus__IG94_RS0121830	21	105	10_40	TcmJ
NZ_JOFH01000019__S.olivaceus__IG94_RS0121830	51	135	20_50	TcmJ
NZ_JOFH01000019__S.olivaceus__IG94_RS0121830	81	165	30_60	TcmJ
NZ_JOFH01000019__S.olivaceus__IG94_RS0121830	108	195	40_70	TcmJ
NZ_JOFH01000019__S.olivaceus__IG94_RS0121830	138	222	50_80	TcmJ
NZ_JOFH01000019__S.olivaceus__IG94_RS0121830	171	252	60_90	TcmJ
NZ_JOFH01000019__S.olivaceus__IG94_RS0121830	201	285	70_100	TcmJ
NZ_JOFH01000019__S.olivaceus__IG94_RS0121830	225	312	80_110	TcmJ
NZ_JOFH01000019__S.olivaceus__IG94_RS0121830	255	342	90_120	TcmJ
OBDZ01000030__Orenia_metallireducens_strain_MSL47__SAMN06265827_13019	18	108	0_30	TcmJ
OBDZ01000030__Orenia_metallireducens_strain_MSL47__SAMN06265827_13019	51	135	10_40	TcmJ
OBDZ01000030__Orenia_metallireducens_strain_MSL47__SAMN06265827_13019	81	165	20_50	TcmJ
OBDZ01000030__Orenia_metallireducens_strain_MSL47__SAMN06265827_13019	111	195	30_60	TcmJ
OBDZ01000030__Orenia_metallireducens_strain_MSL47__SAMN06265827_13019	138	225	40_70	TcmJ
OBDZ01000030__Orenia_metallireducens_strain_MSL47__SAMN06265827_13019	168	255	50_80	TcmJ
OBDZ01000030__Orenia_metallireducens_strain_MSL47__SAMN06265827_13019	198	285	60_90	TcmJ
OBDZ01000030__Orenia_metallireducens_strain_MSL47__SAMN06265827_13019	228	318	70_100	TcmJ
OBDZ01000030__Orenia_metallireducens_strain_MSL47__SAMN06265827_13019	258	345	80_110	TcmJ
OBDZ01000030__Orenia_metallireducens_strain_MSL47__SAMN06265827_13019	288	375	90_120	TcmJ
AZXI01000002.1__Salinispora_arenicola_CNB527_Arenimycin_B__ctg1_24	3	81	0_30	TcmI
AZXI01000002.1__Salinispora_arenicola_CNB527_Arenimycin_B__ctg1_24	27	111	10_40	TcmI
AZXI01000002.1__Salinispora_arenicola_CNB527_Arenimycin_B__ctg1_24	57	138	20_50	TcmI
AZXI01000002.1__Salinispora_arenicola_CNB527_Arenimycin_B__ctg1_24	84	168	30_60	TcmI
AZXI01000002.1__Salinispora_arenicola_CNB527_Arenimycin_B__ctg1_24	114	195	40_70	TcmI
AZXI01000002.1__Salinispora_arenicola_CNB527_Arenimycin_B__ctg1_24	141	219	50_80	TcmI
AZXI01000002.1__Salinispora_arenicola_CNB527_Arenimycin_B__ctg1_24	171	249	60_90	TcmI
AZXI01000002.1__Salinispora_arenicola_CNB527_Arenimycin_B__ctg1_24	198	276	70_100	TcmI
AZXI01000002.1__Salinispora_arenicola_CNB527_Arenimycin_B__ctg1_24	222	306	80_110	TcmI
AZXI01000002.1__Salinispora_arenicola_CNB527_Arenimycin_B__ctg1_24	252	336	90_120	TcmI
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00152__Polyketide_synthesis_cyclase	3	81	0_30	TcmI
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00152__Polyketide_synthesis_cyclase	27	111	10_40	TcmI
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00152__Polyketide_synthesis_cyclase	57	138	20_50	TcmI
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00152__Polyketide_synthesis_cyclase	84	165	30_60	TcmI
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00152__Polyketide_synthesis_cyclase	114	195	40_70	TcmI
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00152__Polyketide_synthesis_cyclase	141	219	50_80	TcmI
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00152__Polyketide_synthesis_cyclase	168	249	60_90	TcmI
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00152__Polyketide_synthesis_cyclase	198	276	70_100	TcmI
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00152__Polyketide_synthesis_cyclase	222	306	80_110	TcmI
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00152__Polyketide_synthesis_cyclase	252	330	90_120	TcmI
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00156__Polyketide_synthesis_cyclase	3	81	0_30	TcmI
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00156__Polyketide_synthesis_cyclase	27	111	10_40	TcmI
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00156__Polyketide_synthesis_cyclase	57	138	20_50	TcmI
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00156__Polyketide_synthesis_cyclase	84	168	30_60	TcmI
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00156__Polyketide_synthesis_cyclase	114	195	40_70	TcmI
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00156__Polyketide_synthesis_cyclase	141	219	50_80	TcmI
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00156__Polyketide_synthesis_cyclase	171	249	60_90	TcmI
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00156__Polyketide_synthesis_cyclase	198	276	70_100	TcmI
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00156__Polyketide_synthesis_cyclase	222	306	80_110	TcmI
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00156__Polyketide_synthesis_cyclase	252	336	90_120	TcmI
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00051__Polyketide_synthesis_cyclase	3	81	0_30	TcmI
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00051__Polyketide_synthesis_cyclase	27	111	10_40	TcmI
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00051__Polyketide_synthesis_cyclase	57	138	20_50	TcmI
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00051__Polyketide_synthesis_cyclase	84	165	30_60	TcmI
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00051__Polyketide_synthesis_cyclase	114	195	40_70	TcmI
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00051__Polyketide_synthesis_cyclase	141	219	50_80	TcmI
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00051__Polyketide_synthesis_cyclase	168	249	60_90	TcmI
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00051__Polyketide_synthesis_cyclase	201	279	70_100	TcmI
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00051__Polyketide_synthesis_cyclase	222	309	80_110	TcmI
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00051__Polyketide_synthesis_cyclase	252	339	90_120	TcmI
NC_021985.1__S.collinus_Tu365__ctg1_orf06492__Polyketide_synthesis_cyclase	3	81	0_30	TcmI
NC_021985.1__S.collinus_Tu365__ctg1_orf06492__Polyketide_synthesis_cyclase	27	111	10_40	TcmI
NC_021985.1__S.collinus_Tu365__ctg1_orf06492__Polyketide_synthesis_cyclase	57	138	20_50	TcmI
NC_021985.1__S.collinus_Tu365__ctg1_orf06492__Polyketide_synthesis_cyclase	84	165	30_60	TcmI
NC_021985.1__S.collinus_Tu365__ctg1_orf06492__Polyketide_synthesis_cyclase	114	195	40_70	TcmI
NC_021985.1__S.collinus_Tu365__ctg1_orf06492__Polyketide_synthesis_cyclase	141	219	50_80	TcmI
NC_021985.1__S.collinus_Tu365__ctg1_orf06492__Polyketide_synthesis_cyclase	168	249	60_90	TcmI
NC_021985.1__S.collinus_Tu365__ctg1_orf06492__Polyketide_synthesis_cyclase	198	279	70_100	TcmI
NC_021985.1__S.collinus_Tu365__ctg1_orf06492__Polyketide_synthesis_cyclase	222	309	80_110	TcmI
NC_021985.1__S.collinus_Tu365__ctg1_orf06492__Polyketide_synthesis_cyclase	252	321	90_120	TcmI
NZ_JOFH01000019__S.olivaceus__CyclaseTcmI	3	81	0_30	TcmI
NZ_JOFH01000019__S.olivaceus__CyclaseTcmI	27	111	10_40	TcmI
NZ_JOFH01000019__S.olivaceus__CyclaseTcmI	57	141	20_50	TcmI
NZ_JOFH01000019__S.olivaceus__CyclaseTcmI	84	168	30_60	TcmI
NZ_JOFH01000019__S.olivaceus__CyclaseTcmI	114	198	40_70	TcmI
NZ_JOFH01000019__S.olivaceus__CyclaseTcmI	144	222	50_80	TcmI
NZ_JOFH01000019__S.olivaceus__CyclaseTcmI	171	252	60_90	TcmI
NZ_JOFH01000019__S.olivaceus__CyclaseTcmI	201	282	70_100	TcmI
NZ_JOFH01000019__S.olivaceus__CyclaseTcmI	225	312	80_110	TcmI
NZ_JOFH01000019__S.olivaceus__CyclaseTcmI	255	333	90_120	TcmI
AZXI01000002.1__Salinispora_arenicola_CNB527_Arenimycin_B__Cyclase	3	78	150_180	TcmN
AZXI01000002.1__Salinispora_arenicola_CNB527_Arenimycin_B__Cyclase	21	105	160_190	TcmN
AZXI01000002.1__Salinispora_arenicola_CNB527_Arenimycin_B__Cyclase	51	129	170_200	TcmN
AZXI01000002.1__Salinispora_arenicola_CNB527_Arenimycin_B__Cyclase	81	150	180_210	TcmN
AZXI01000002.1__Salinispora_arenicola_CNB527_Arenimycin_B__Cyclase	108	159	190_220	TcmN
AZXI01000002.1__Salinispora_arenicola_CNB527_Arenimycin_B__Cyclase	132	183	200_230	TcmN
AZXI01000002.1__Salinispora_arenicola_CNB527_Arenimycin_B__Cyclase	147	213	210_240	TcmN
AZXI01000002.1__Salinispora_arenicola_CNB527_Arenimycin_B__Cyclase	165	237	220_250	TcmN
AZXI01000002.1__Salinispora_arenicola_CNB527_Arenimycin_B__Cyclase	183	264	230_260	TcmN
AZXI01000002.1__Salinispora_arenicola_CNB527_Arenimycin_B__Cyclase	216	294	240_270	TcmN
AZXI01000002.1__Salinispora_arenicola_CNB527_Arenimycin_B__Cyclase	240	321	250_280	TcmN
AZXI01000002.1__Salinispora_arenicola_CNB527_Arenimycin_B__Cyclase	267	351	260_290	TcmN
AZXI01000002.1__Salinispora_arenicola_CNB527_Arenimycin_B__Cyclase	297	354	270_300	TcmN
AZXI01000002.1__Salinispora_arenicola_CNB527_Arenimycin_B__Cyclase	324	378	280_310	TcmN
AZXI01000002.1__Salinispora_arenicola_CNB527_Arenimycin_B__Cyclase	354	408	290_320	TcmN
AZXI01000002.1__Salinispora_arenicola_CNB527_Arenimycin_B__Cyclase	357	438	300_330	TcmN
AZXI01000002.1__Salinispora_arenicola_CNB527_Arenimycin_B__Cyclase	381	465	310_340	TcmN
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00146__acyl_carrier_protein	237	324	150_180	TcmN
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00146__acyl_carrier_protein	267	354	160_190	TcmN
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00146__acyl_carrier_protein	297	378	170_200	TcmN
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00146__acyl_carrier_protein	327	396	180_210	TcmN
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00146__acyl_carrier_protein	357	405	190_220	TcmN
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00146__acyl_carrier_protein	378	429	200_230	TcmN
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00146__acyl_carrier_protein	390	459	210_240	TcmN
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00146__acyl_carrier_protein	411	483	220_250	TcmN
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00146__acyl_carrier_protein	429	510	230_260	TcmN
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00146__acyl_carrier_protein	462	540	240_270	TcmN
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00146__acyl_carrier_protein	486	567	250_280	TcmN
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00146__acyl_carrier_protein	513	597	260_290	TcmN
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00146__acyl_carrier_protein	543	624	270_300	TcmN
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00146__acyl_carrier_protein	570	654	280_310	TcmN
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00146__acyl_carrier_protein	600	684	290_320	TcmN
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00146__acyl_carrier_protein	603	684	300_330	TcmN
AZXI01000013.1__Salinispora_arenicola_CNB527__ctg13_orf00146__acyl_carrier_protein	627	711	310_340	TcmN
FOXX01000014__Bacillus_endophyticus_DSM_13796__Cyclase1	3	75	150_180	TcmN
FOXX01000014__Bacillus_endophyticus_DSM_13796__Cyclase1	18	105	160_190	TcmN
FOXX01000014__Bacillus_endophyticus_DSM_13796__Cyclase1	48	129	170_200	TcmN
FOXX01000014__Bacillus_endophyticus_DSM_13796__Cyclase1	78	141	180_210	TcmN
FOXX01000014__Bacillus_endophyticus_DSM_13796__Cyclase1	108	153	190_220	TcmN
FOXX01000014__Bacillus_endophyticus_DSM_13796__Cyclase1	129	177	200_230	TcmN
FOXX01000014__Bacillus_endophyticus_DSM_13796__Cyclase1	135	204	210_240	TcmN
FOXX01000014__Bacillus_endophyticus_DSM_13796__Cyclase1	156	228	220_250	TcmN
FOXX01000014__Bacillus_endophyticus_DSM_13796__Cyclase1	174	258	230_260	TcmN
FOXX01000014__Bacillus_endophyticus_DSM_13796__Cyclase1	201	288	240_270	TcmN
FOXX01000014__Bacillus_endophyticus_DSM_13796__Cyclase1	231	315	250_280	TcmN
FOXX01000014__Bacillus_endophyticus_DSM_13796__Cyclase1	261	345	260_290	TcmN
FOXX01000014__Bacillus_endophyticus_DSM_13796__Cyclase1	291	372	270_300	TcmN
FOXX01000014__Bacillus_endophyticus_DSM_13796__Cyclase1	318	402	280_310	TcmN
FOXX01000014__Bacillus_endophyticus_DSM_13796__Cyclase1	348	432	290_320	TcmN
FOXX01000014__Bacillus_endophyticus_DSM_13796__Cyclase1	351	432	300_330	TcmN
FOXX01000014__Bacillus_endophyticus_DSM_13796__Cyclase1	375	453	310_340	TcmN
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	453	540	150_180	TcmN
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	483	567	160_190	TcmN
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	513	591	170_200	TcmN
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	543	609	180_210	TcmN
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	570	615	190_220	TcmN
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	594	642	200_230	TcmN
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	603	672	210_240	TcmN
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	624	693	220_250	TcmN
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	642	723	230_260	TcmN
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	675	753	240_270	TcmN
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	696	780	250_280	TcmN
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	726	810	260_290	TcmN
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	756	840	270_300	TcmN
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	783	870	280_310	TcmN
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	813	900	290_320	TcmN
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	843	930	300_330	TcmN
JJOH01000002.1__S.olindensis_strain_DAUFPE_5622_Cosmomycin__DF19_23455	873	957	310_340	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	3	78	150_180	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	21	105	160_190	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	51	129	170_200	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	81	150	180_210	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	108	159	190_220	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	132	183	200_230	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	147	213	210_240	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	165	237	220_250	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	183	264	230_260	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	216	294	240_270	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	240	321	250_280	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	267	351	260_290	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	297	366	270_300	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	324	378	280_310	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	354	408	290_320	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	357	438	300_330	TcmN
JJOH01000028.1__S.olindensis_strain_DAUFPE_5622__ctg28_orf00053__cyclase/dehydrase	381	465	310_340	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	3	75	150_180	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	18	105	160_190	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	48	123	170_200	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	78	138	180_210	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	108	150	190_220	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	129	180	200_230	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	138	210	210_240	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	153	234	220_250	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	171	264	230_260	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	207	294	240_270	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	237	324	250_280	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	267	354	260_290	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	297	357	270_300	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	327	381	280_310	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	357	411	290_320	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	360	441	300_330	TcmN
LGKI01000478__Thermoactinomyces_vulgaris_strain_NRRL_F-5595__Cyclase/dehydrase	384	462	310_340	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	3	78	150_180	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	21	105	160_190	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	51	129	170_200	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	81	150	180_210	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	108	159	190_220	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	132	183	200_230	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	144	213	210_240	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	165	237	220_250	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	183	264	230_260	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	216	294	240_270	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	240	321	250_280	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	267	351	260_290	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	297	354	270_300	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	324	378	280_310	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	354	408	290_320	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	357	438	300_330	TcmN
NC_021985.1__S.collinus_Tu365__ctg1_orf06493__cyclase/dehydrase	381	465	310_340	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	18	105	150_180	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	48	135	160_190	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	78	159	170_200	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	108	177	180_210	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	138	189	190_220	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	159	210	200_230	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	168	240	210_240	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	192	264	220_250	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	210	294	230_260	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	243	324	240_270	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	267	354	250_280	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	297	384	260_290	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	327	414	270_300	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	357	444	280_310	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	387	474	290_320	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	417	504	300_330	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase2	447	531	310_340	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	450	546	150_180	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	489	576	160_190	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	519	600	170_200	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	549	615	180_210	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	579	624	190_220	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	600	648	200_230	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	609	678	210_240	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	630	699	220_250	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	648	729	230_260	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	681	759	240_270	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	702	786	250_280	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	732	816	260_290	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	762	846	270_300	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	789	876	280_310	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	819	906	290_320	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	855	936	300_330	TcmN
NC_021985.1__S.collinus_Tu365_Rubromycin__Cyclase/dehydrase	879	945	310_340	TcmN
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__Cyclase/dehydrase	15	102	150_180	TcmN
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__Cyclase/dehydrase	45	132	160_190	TcmN
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__Cyclase/dehydrase	75	156	170_200	TcmN
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__Cyclase/dehydrase	105	174	180_210	TcmN
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__Cyclase/dehydrase	135	183	190_220	TcmN
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__Cyclase/dehydrase	156	207	200_230	TcmN
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__Cyclase/dehydrase	165	237	210_240	TcmN
NZ_CP009285__Paenibacillus_borealis_strain_DSM_13188__Cyclase/dehydrase	189	261	220_250	TcmN
