id	clstr	clstr_size	length	clstr_rep	clstr_iden	clstr_cov
synthetic_stool_high_S65__FR824043.1-251522/1	6	142	100	0	96.00%	100%
synthetic_stool_high_S46__FR824043.1-9754/2	6	142	100	0	100.00%	100%
synthetic_stool_low_S31__FR824043.1-2633512/2	6	142	100	0	97.00%	100%
synthetic_stool_low_S31__FR824043.1-2358098/1	6	142	100	0	98.00%	100%
synthetic_stool_low_S31__FR824043.1-2111038/2	6	142	100	0	96.00%	100%
synthetic_stool_low_S31__FR824043.1-1498108/1	6	142	100	0	99.00%	100%
synthetic_stool_low_S31__FR824043.1-105784/1	6	142	100	0	99.00%	100%
synthetic_stool_low_S31__FR824043.1-93030/1	6	142	100	0	100.00%	100%
synthetic_stool_high_S21__FR824043.1-6303300/1	6	142	100	0	99.00%	100%
synthetic_stool_high_S21__FR824043.1-5699998/2	6	142	100	0	98.00%	100%
synthetic_stool_high_S21__FR824043.1-5465374/2	6	142	100	0	97.00%	100%
synthetic_stool_high_S21__FR824043.1-5340514/1	6	142	100	0	99.00%	100%
synthetic_stool_high_S21__FR824043.1-4898458/1	6	142	100	0	97.00%	100%
synthetic_stool_high_S21__FR824043.1-4690386/2	6	142	100	0	98.00%	100%
synthetic_stool_high_S21__FR824043.1-4028188/2	6	142	100	0	98.00%	100%
synthetic_stool_high_S21__FR824043.1-3524122/2	6	142	100	0	98.00%	100%
synthetic_stool_high_S21__FR824043.1-3521502/1	6	142	100	0	96.00%	100%
synthetic_stool_high_S21__FR824043.1-3052676/2	6	142	100	0	98.00%	100%
synthetic_stool_high_S21__FR824043.1-3028126/2	6	142	100	0	97.00%	100%
synthetic_stool_high_S21__FR824043.1-3010216/2	6	142	100	0	98.00%	100%
synthetic_stool_high_S21__FR824043.1-2025376/2	6	142	100	0	98.00%	100%
synthetic_stool_high_S21__FR824043.1-1771328/2	6	142	100	0	99.00%	100%
synthetic_stool_high_S21__FR824043.1-1764544/2	6	142	100	0	98.00%	100%
synthetic_stool_high_S21__FR824043.1-533818/1	6	142	100	0	100.00%	100%
synthetic_stool_high_S21__FR824043.1-384390/1	6	142	100	0	98.00%	100%
synthetic_stool_high_S21__FR824043.1-197814/1	6	142	100	0	99.00%	100%
synthetic_stool_high_S13__FR824043.1-14320/1	6	142	100	0	98.00%	100%
synthetic_stool_high_S11__FR824043.1-92662/2	6	142	100	0	96.00%	100%
synthetic_stool_high_S2__FR824043.1-2477320/1	6	142	100	0	97.00%	100%
synthetic_stool_high_S2__FR824043.1-2393916/1	6	142	100	0	97.00%	100%
synthetic_stool_high_S2__FR824043.1-2390338/1	6	142	100	0	96.00%	100%
synthetic_stool_high_S2__FR824043.1-2111536/2	6	142	100	0	100.00%	100%
synthetic_stool_high_S2__FR824043.1-1387832/1	6	142	100	0	99.00%	100%
synthetic_stool_high_S2__FR824043.1-1345108/1	6	142	100	0	97.00%	100%
synthetic_stool_high_S2__FR824043.1-1341960/2	6	142	100	0	96.00%	100%
synthetic_stool_high_S2__FR824043.1-19862/1	6	142	100	0	96.00%	100%
synthetic_stool_low_S26__FR824043.1-108644/1	6	142	100	0	96.00%	100%
synthetic_stool_high_S1__FR824043.1-196248/1	6	142	100	0	97.00%	100%
synthetic_stool_high_S56__FR824043.1-3363270/2	6	142	100	0	99.00%	100%
synthetic_stool_high_S56__FR824043.1-2485226/2	6	142	100	0	99.00%	100%
synthetic_stool_high_S56__FR824043.1-2310294/2	6	142	100	0	96.00%	100%
synthetic_stool_high_S56__FR824043.1-2297360/2	6	142	100	0	98.00%	100%
synthetic_stool_high_S56__FR824043.1-1578002/2	6	142	100	0	96.00%	100%
synthetic_stool_high_S56__FR824043.1-1012190/1	6	142	100	0	99.00%	100%
synthetic_stool_high_S56__FR824043.1-595282/1	6	142	100	0	99.00%	100%
synthetic_stool_high_S34__FR824043.1-1225406/2	6	142	100	0	97.00%	100%
synthetic_stool_high_S34__FR824043.1-1104308/2	6	142	100	0	97.00%	100%
synthetic_stool_high_S5__FR824043.1-37574/1	6	142	100	0	98.00%	100%
synthetic_stool_high_S49__FR824043.1-3207042/1	6	142	100	0	98.00%	100%
synthetic_stool_high_S49__FR824043.1-3196102/1	6	142	100	0	98.00%	100%
synthetic_stool_high_S49__FR824043.1-2812048/2	6	142	100	0	98.00%	100%
synthetic_stool_high_S49__FR824043.1-2132050/2	6	142	100	0	97.00%	100%
synthetic_stool_high_S49__FR824043.1-2021266/2	6	142	100	0	97.00%	100%
synthetic_stool_high_S49__FR824043.1-1489300/2	6	142	100	0	96.00%	100%
synthetic_stool_high_S49__FR824043.1-1427768/1	6	142	100	0	98.00%	100%
synthetic_stool_high_S49__FR824043.1-1055422/1	6	142	100	0	96.00%	100%
synthetic_stool_high_S49__FR824043.1-821504/1	6	142	100	0	97.00%	100%
synthetic_stool_high_S49__FR824043.1-531110/1	6	142	100	0	96.00%	100%
synthetic_stool_high_S35__FR824043.1-615094/2	6	142	100	0	97.00%	100%
synthetic_stool_high_S35__FR824043.1-583762/2	6	142	100	0	97.00%	100%
synthetic_stool_high_S35__FR824043.1-537320/2	6	142	100	0	98.00%	100%
synthetic_stool_low_S57__FR824043.1-91656/2	6	142	100	0	96.00%	100%
synthetic_stool_high_S60__FR824043.1-1233638/1	6	142	100	0	98.00%	100%
synthetic_stool_high_S60__FR824043.1-1056574/2	6	142	100	0	99.00%	100%
synthetic_stool_high_S60__FR824043.1-1041452/2	6	142	100	0	96.00%	100%
synthetic_stool_high_S60__FR824043.1-851276/1	6	142	100	0	96.00%	100%
synthetic_stool_high_S60__FR824043.1-656012/1	6	142	100	0	97.00%	100%
synthetic_stool_high_S60__FR824043.1-573708/1	6	142	100	0	96.00%	100%
synthetic_stool_low_S68__FR824043.1-83334/2	6	142	100	0	100.00%	100%
synthetic_stool_low_S68__FR824043.1-55658/2	6	142	100	0	99.00%	100%
synthetic_stool_high_S69__FR824043.1-1734524/2	6	142	100	0	98.00%	100%
synthetic_stool_high_S69__FR824043.1-1575810/1	6	142	100	0	97.00%	100%
synthetic_stool_high_S69__FR824043.1-600832/2	6	142	100	0	97.00%	100%
synthetic_stool_high_S69__FR824043.1-240544/1	6	142	100	0	97.00%	100%
synthetic_stool_high_S69__FR824043.1-140542/1	6	142	100	0	100.00%	100%
synthetic_stool_high_S45__FR824043.1-83496/2	7	112	100	1	100	100%
synthetic_stool_high_S47__FR824043.1-27902/2	7	112	100	0	96.00%	100%
synthetic_stool_high_S36__FR824043.1-284018/1	7	112	100	0	96.00%	100%
synthetic_stool_high_S36__FR824043.1-176160/1	7	112	100	0	97.00%	100%
synthetic_stool_high_S59__FR824043.1-2455142/1	7	112	100	0	98.00%	100%
synthetic_stool_high_S59__FR824043.1-2171234/2	7	112	100	0	97.00%	100%
synthetic_stool_high_S59__FR824043.1-1158506/1	7	112	100	0	97.00%	100%
synthetic_stool_high_S59__FR824043.1-296360/1	7	112	100	0	98.00%	100%
synthetic_stool_high_S59__FR824043.1-51120/1	7	112	100	0	96.00%	100%
synthetic_stool_high_S18__FR824043.1-2342004/1	7	112	100	0	97.00%	100%
synthetic_stool_high_S18__FR824043.1-1671770/1	7	112	100	0	99.00%	100%
synthetic_stool_high_S18__FR824043.1-1397394/1	7	112	100	0	99.00%	100%
synthetic_stool_high_S18__FR824043.1-1027954/2	7	112	100	0	97.00%	100%
synthetic_stool_high_S18__FR824043.1-955140/2	7	112	100	0	96.00%	100%
synthetic_stool_high_S18__FR824043.1-733834/2	7	112	100	0	96.00%	100%
synthetic_stool_high_S22__FR824043.1-54126/1	7	112	100	0	96.00%	100%
synthetic_stool_high_S28__FR824043.1-71376/1	7	112	100	0	98.00%	100%
synthetic_stool_low_S67__FR824043.1-307046/2	7	112	100	0	96.00%	100%
synthetic_stool_low_S67__FR824043.1-300664/1	7	112	100	0	96.00%	100%
synthetic_stool_high_S29__FR824043.1-2231426/1	7	112	100	0	96.00%	100%
synthetic_stool_high_S29__FR824043.1-1546984/2	7	112	100	0	96.00%	100%
synthetic_stool_high_S29__FR824043.1-1454492/1	7	112	100	0	96.00%	100%
synthetic_stool_high_S29__FR824043.1-1005802/2	7	112	100	0	97.00%	100%
synthetic_stool_high_S29__FR824043.1-155760/1	7	112	100	0	97.00%	100%
synthetic_stool_high_S3__FR824043.1-94000/1	7	112	100	0	98.00%	100%
synthetic_stool_high_S54__FR824043.1-37058/1	7	112	100	0	99.00%	100%
synthetic_stool_high_S54__FR824043.1-31220/1	7	112	100	0	98.00%	100%
synthetic_stool_high_S40__FR824043.1-272694/2	7	112	100	0	96.00%	100%
synthetic_stool_high_S40__FR824043.1-14202/1	7	112	100	0	99.00%	100%
synthetic_stool_high_S67__FR824043.1-3544/2	7	112	100	0	96.00%	100%
synthetic_stool_low_S11__FR824043.1-705654/1	7	112	100	0	97.00%	100%
synthetic_stool_low_S21__FR824043.1-18976/2	7	112	100	0	97.00%	100%
synthetic_stool_low_S63__FR824043.1-544114/1	7	112	100	0	97.00%	100%
synthetic_stool_low_S63__FR824043.1-309580/1	7	112	100	0	96.00%	100%
synthetic_stool_high_S4__FR824043.1-178738/1	7	112	100	0	96.00%	100%
synthetic_stool_high_S30__FR824043.1-15426/2	7	112	100	0	98.00%	100%
synthetic_stool_high_S16__FR824043.1-103002/1	7	112	100	0	98.00%	100%
synthetic_stool_low_S16__FR824043.1-264502/1	7	112	100	0	97.00%	100%
synthetic_stool_low_S16__FR824043.1-176174/1	7	112	100	0	96.00%	100%
synthetic_stool_low_S16__FR824043.1-125796/1	7	112	100	0	98.00%	100%
synthetic_stool_high_S65__FR824043.1-463162/2	7	112	100	0	97.00%	100%
synthetic_stool_high_S65__FR824043.1-393228/1	7	112	100	0	98.00%	100%
synthetic_stool_high_S65__FR824043.1-311218/1	7	112	100	0	97.00%	100%
synthetic_stool_high_S46__FR824043.1-922/2	7	112	100	0	98.00%	100%
synthetic_stool_high_S26__FR824043.1-7542/2	7	112	100	0	98.00%	100%
synthetic_stool_low_S31__FR824043.1-2429076/2	7	112	100	0	97.00%	100%
synthetic_stool_low_S31__FR824043.1-1281374/1	7	112	100	0	99.00%	100%
synthetic_stool_low_S31__FR824043.1-355290/2	7	112	100	0	98.00%	100%
synthetic_stool_low_S31__FR824043.1-354444/2	7	112	100	0	97.00%	100%
synthetic_stool_low_S31__FR824043.1-288852/1	7	112	100	0	97.00%	100%
synthetic_stool_low_S14__FR824043.1-7050/1	7	112	100	0	96.00%	100%
synthetic_stool_high_S21__FR824043.1-6345038/1	7	112	100	0	96.00%	100%
synthetic_stool_high_S21__FR824043.1-6340694/2	7	112	100	0	97.00%	100%
synthetic_stool_high_S21__FR824043.1-5767780/1	7	112	100	0	96.00%	100%
synthetic_stool_high_S21__FR824043.1-5015870/2	7	112	100	0	96.00%	100%
synthetic_stool_high_S21__FR824043.1-4510486/2	7	112	100	0	98.00%	100%
synthetic_stool_high_S21__FR824043.1-4463160/1	7	112	100	0	97.00%	100%
synthetic_stool_high_S21__FR824043.1-4095668/1	7	112	100	0	99.00%	100%
synthetic_stool_high_S21__FR824043.1-3729412/1	7	112	100	0	96.00%	100%
synthetic_stool_high_S21__FR824043.1-2556050/1	7	112	100	0	98.00%	100%
synthetic_stool_high_S21__FR824043.1-1116306/2	7	112	100	0	97.00%	100%
synthetic_stool_high_S21__FR824043.1-1073346/2	7	112	100	0	96.00%	100%
synthetic_stool_high_S64__FR824043.1-168678/1	7	112	100	0	97.00%	100%
synthetic_stool_high_S11__FR824043.1-201582/2	7	112	100	0	96.00%	100%
synthetic_stool_high_S11__FR824043.1-91962/1	7	112	100	0	96.00%	100%
synthetic_stool_high_S2__FR824043.1-2375936/2	7	112	100	0	96.00%	100%
synthetic_stool_high_S2__FR824043.1-2257246/1	7	112	100	0	98.00%	100%
synthetic_stool_high_S2__FR824043.1-1723976/1	7	112	100	0	96.00%	100%
synthetic_stool_high_S2__FR824043.1-1687456/1	7	112	100	0	99.00%	100%
synthetic_stool_high_S2__FR824043.1-1575096/2	7	112	100	0	97.00%	100%
synthetic_stool_high_S2__FR824043.1-849914/1	7	112	100	0	98.00%	100%
synthetic_stool_high_S2__FR824043.1-702810/1	7	112	100	0	96.00%	100%
synthetic_stool_high_S2__FR824043.1-601224/2	7	112	100	0	98.00%	100%
synthetic_stool_high_S2__FR824043.1-538032/1	7	112	100	0	98.00%	100%
synthetic_stool_high_S2__FR824043.1-415254/2	7	112	100	0	96.00%	100%
synthetic_stool_high_S2__FR824043.1-397974/2	7	112	100	0	98.00%	100%
synthetic_stool_high_S58__FR824043.1-22216/2	7	112	100	0	98.00%	100%
synthetic_stool_high_S56__FR824043.1-2757850/2	7	112	100	0	96.00%	100%
synthetic_stool_high_S56__FR824043.1-2690224/1	7	112	100	0	96.00%	100%
synthetic_stool_high_S56__FR824043.1-2449652/2	7	112	100	0	96.00%	100%
synthetic_stool_high_S56__FR824043.1-2078578/2	7	112	100	0	99.00%	100%
synthetic_stool_high_S56__FR824043.1-1807410/1	7	112	100	0	97.00%	100%
synthetic_stool_high_S56__FR824043.1-1418358/1	7	112	100	0	97.00%	100%
synthetic_stool_high_S56__FR824043.1-1242584/2	7	112	100	0	96.00%	100%
synthetic_stool_high_S56__FR824043.1-1139918/1	7	112	100	0	96.00%	100%
synthetic_stool_high_S56__FR824043.1-887628/1	7	112	100	0	96.00%	100%
synthetic_stool_high_S56__FR824043.1-466810/2	7	112	100	0	96.00%	100%
synthetic_stool_high_S56__FR824043.1-79954/2	7	112	100	0	96.00%	100%
synthetic_stool_high_S34__FR824043.1-880126/2	7	112	100	0	96.00%	100%
synthetic_stool_high_S34__FR824043.1-705746/2	7	112	100	0	96.00%	100%
synthetic_stool_high_S34__FR824043.1-273342/1	7	112	100	0	99.00%	100%
synthetic_stool_high_S34__FR824043.1-147854/1	7	112	100	0	97.00%	100%
synthetic_stool_high_S5__FR824043.1-39974/2	7	112	100	0	96.00%	100%
synthetic_stool_high_S49__FR824043.1-3113544/1	7	112	100	0	97.00%	100%
synthetic_stool_high_S49__FR824043.1-3062720/2	7	112	100	0	97.00%	100%
synthetic_stool_high_S49__FR824043.1-2831106/2	7	112	100	0	97.00%	100%
synthetic_stool_high_S49__FR824043.1-660892/2	7	112	100	0	96.00%	100%
synthetic_stool_high_S49__FR824043.1-531110/2	7	112	100	0	96.00%	100%
synthetic_stool_high_S49__FR824043.1-382694/1	7	112	100	0	99.00%	100%
synthetic_stool_high_S49__FR824043.1-330244/2	7	112	100	0	97.00%	100%
synthetic_stool_high_S35__FR824043.1-414640/1	7	112	100	0	97.00%	100%
synthetic_stool_low_S57__FR824043.1-546006/2	7	112	100	0	97.00%	100%
synthetic_stool_low_S57__FR824043.1-222504/1	7	112	100	0	97.00%	100%
synthetic_stool_high_S60__FR824043.1-1191436/1	7	112	100	0	99.00%	100%
synthetic_stool_high_S60__FR824043.1-674006/1	7	112	100	0	96.00%	100%
synthetic_stool_high_S60__FR824043.1-249124/1	7	112	100	0	98.00%	100%
synthetic_stool_high_S60__FR824043.1-148514/2	7	112	100	0	97.00%	100%
synthetic_stool_high_S60__FR824043.1-52168/1	7	112	100	0	98.00%	100%
synthetic_stool_high_S60__FR824043.1-42340/1	7	112	100	0	96.00%	100%
synthetic_stool_high_S69__FR824043.1-1730038/1	7	112	100	0	97.00%	100%
synthetic_stool_high_S69__FR824043.1-1729262/2	7	112	100	0	98.00%	100%
synthetic_stool_high_S69__FR824043.1-371212/2	7	112	100	0	96.00%	100%
synthetic_stool_high_S45__FR824043.1-73654/1	8	48	100	1	100	100%
synthetic_stool_high_S47__FR824043.1-83868/2	8	48	100	0	96.00%	100%
synthetic_stool_high_S47__FR824043.1-5494/2	8	48	100	0	97.00%	100%
synthetic_stool_high_S59__FR824043.1-2510040/1	8	48	100	0	96.00%	100%
synthetic_stool_high_S59__FR824043.1-2163786/1	8	48	100	0	96.00%	100%
synthetic_stool_high_S59__FR824043.1-1963916/1	8	48	100	0	96.00%	100%
synthetic_stool_high_S59__FR824043.1-313994/1	8	48	100	0	97.00%	100%
synthetic_stool_high_S59__FR824043.1-258898/2	8	48	100	0	96.00%	100%
synthetic_stool_high_S18__FR824043.1-1961926/2	8	48	100	0	96.00%	100%
synthetic_stool_high_S18__FR824043.1-1033460/2	8	48	100	0	96.00%	100%
synthetic_stool_high_S29__FR824043.1-1770648/1	8	48	100	0	97.00%	100%
synthetic_stool_high_S29__FR824043.1-473932/1	8	48	100	0	96.00%	100%
synthetic_stool_high_S3__FR824043.1-158590/1	8	48	100	0	96.00%	100%
synthetic_stool_low_S11__FR824043.1-209636/1	8	48	100	0	96.00%	100%
synthetic_stool_low_S11__FR824043.1-181226/2	8	48	100	0	97.00%	100%
synthetic_stool_low_S11__FR824043.1-159418/1	8	48	100	0	96.00%	100%
synthetic_stool_low_S63__FR824043.1-134688/2	8	48	100	0	96.00%	100%
synthetic_stool_low_S31__FR824043.1-1605568/1	8	48	100	0	96.00%	100%
synthetic_stool_low_S31__FR824043.1-512500/1	8	48	100	0	96.00%	100%
synthetic_stool_low_S31__FR824043.1-294510/1	8	48	100	0	96.00%	100%
synthetic_stool_high_S21__FR824043.1-5661696/1	8	48	100	0	97.00%	100%
synthetic_stool_high_S21__FR824043.1-4888972/1	8	48	100	0	97.00%	100%
synthetic_stool_high_S21__FR824043.1-4022442/1	8	48	100	0	96.00%	100%
synthetic_stool_high_S21__FR824043.1-3138638/2	8	48	100	0	96.00%	100%
synthetic_stool_high_S21__FR824043.1-1361120/1	8	48	100	0	96.00%	100%
synthetic_stool_high_S21__FR824043.1-1042410/2	8	48	100	0	96.00%	100%
synthetic_stool_high_S21__FR824043.1-899438/1	8	48	100	0	96.00%	100%
synthetic_stool_high_S21__FR824043.1-780080/1	8	48	100	0	96.00%	100%
synthetic_stool_high_S11__FR824043.1-231258/1	8	48	100	0	97.00%	100%
synthetic_stool_high_S2__FR824043.1-1788302/1	8	48	100	0	96.00%	100%
synthetic_stool_high_S2__FR824043.1-1100842/2	8	48	100	0	96.00%	100%
synthetic_stool_high_S2__FR824043.1-707872/2	8	48	100	0	96.00%	100%
synthetic_stool_high_S58__FR824043.1-77958/1	8	48	100	0	96.00%	100%
synthetic_stool_high_S1__FR824043.1-215536/2	8	48	100	0	96.00%	100%
synthetic_stool_high_S56__FR824043.1-2665938/1	8	48	100	0	96.00%	100%
synthetic_stool_high_S56__FR824043.1-861698/2	8	48	100	0	96.00%	100%
synthetic_stool_high_S56__FR824043.1-426988/1	8	48	100	0	96.00%	100%
synthetic_stool_high_S34__FR824043.1-1030984/1	8	48	100	0	96.00%	100%
synthetic_stool_high_S34__FR824043.1-759798/1	8	48	100	0	97.00%	100%
synthetic_stool_high_S34__FR824043.1-247076/2	8	48	100	0	96.00%	100%
synthetic_stool_high_S5__FR824043.1-23652/1	8	48	100	0	97.00%	100%
synthetic_stool_high_S49__FR824043.1-3128834/1	8	48	100	0	97.00%	100%
synthetic_stool_high_S49__FR824043.1-2997118/2	8	48	100	0	97.00%	100%
synthetic_stool_high_S49__FR824043.1-1290946/2	8	48	100	0	98.00%	100%
synthetic_stool_high_S60__FR824043.1-1229292/1	8	48	100	0	98.00%	100%
synthetic_stool_high_S60__FR824043.1-849366/2	8	48	100	0	98.00%	100%
synthetic_stool_high_S60__FR824043.1-433340/1	8	48	100	0	96.00%	100%
synthetic_stool_low_S40__FR824043.1-42170/1	8	48	100	0	96.00%	100%
synthetic_stool_high_S45__FR824043.1-73654/2	9	63	100	1	100	100%
synthetic_stool_high_S47__FR824043.1-438218/1	9	63	100	0	98.00%	100%
synthetic_stool_high_S47__FR824043.1-23726/2	9	63	100	0	98.00%	100%
synthetic_stool_high_S59__FR824043.1-2274202/2	9	63	100	0	97.00%	100%
synthetic_stool_high_S59__FR824043.1-812412/2	9	63	100	0	96.00%	100%
synthetic_stool_high_S18__FR824043.1-1961926/1	9	63	100	0	96.00%	100%
synthetic_stool_high_S18__FR824043.1-1784234/1	9	63	100	0	96.00%	100%
synthetic_stool_high_S18__FR824043.1-711978/2	9	63	100	0	96.00%	100%
synthetic_stool_high_S29__FR824043.1-2101026/1	9	63	100	0	96.00%	100%
synthetic_stool_high_S29__FR824043.1-1872510/2	9	63	100	0	96.00%	100%
synthetic_stool_high_S29__FR824043.1-1575030/1	9	63	100	0	96.00%	100%
synthetic_stool_high_S29__FR824043.1-1058926/2	9	63	100	0	96.00%	100%
synthetic_stool_high_S29__FR824043.1-422846/2	9	63	100	0	96.00%	100%
synthetic_stool_high_S29__FR824043.1-217352/1	9	63	100	0	96.00%	100%
synthetic_stool_high_S3__FR824043.1-164712/2	9	63	100	0	96.00%	100%
synthetic_stool_high_S54__FR824043.1-151220/1	9	63	100	0	97.00%	100%
synthetic_stool_high_S40__FR824043.1-472446/2	9	63	100	0	97.00%	100%
synthetic_stool_high_S40__FR824043.1-137464/1	9	63	100	0	96.00%	100%
synthetic_stool_high_S40__FR824043.1-22866/2	9	63	100	0	97.00%	100%
synthetic_stool_low_S11__FR824043.1-483730/1	9	63	100	0	98.00%	100%
synthetic_stool_low_S11__FR824043.1-425740/1	9	63	100	0	96.00%	100%
synthetic_stool_low_S11__FR824043.1-205696/1	9	63	100	0	96.00%	100%
synthetic_stool_high_S10__FR824043.1-61798/2	9	63	100	0	97.00%	100%
synthetic_stool_high_S0__FR824043.1-547520/1	9	63	100	0	97.00%	100%
synthetic_stool_high_S0__FR824043.1-531192/1	9	63	100	0	97.00%	100%
synthetic_stool_high_S27__FR824043.1-628/1	9	63	100	0	96.00%	100%
synthetic_stool_low_S16__FR824043.1-114612/1	9	63	100	0	97.00%	100%
synthetic_stool_low_S16__FR824043.1-58732/1	9	63	100	0	96.00%	100%
synthetic_stool_high_S12__FR824043.1-303060/1	9	63	100	0	98.00%	100%
synthetic_stool_high_S55__FR824043.1-12608/1	9	63	100	0	98.00%	100%
synthetic_stool_low_S31__FR824043.1-2388212/1	9	63	100	0	97.00%	100%
synthetic_stool_low_S31__FR824043.1-2274340/2	9	63	100	0	96.00%	100%
synthetic_stool_low_S31__FR824043.1-1620638/2	9	63	100	0	96.00%	100%
synthetic_stool_low_S31__FR824043.1-1416408/1	9	63	100	0	97.00%	100%
synthetic_stool_high_S21__FR824043.1-5787118/1	9	63	100	0	97.00%	100%
synthetic_stool_high_S21__FR824043.1-5712158/1	9	63	100	0	97.00%	100%
synthetic_stool_high_S21__FR824043.1-5699998/1	9	63	100	0	96.00%	100%
synthetic_stool_high_S21__FR824043.1-4815270/1	9	63	100	0	97.00%	100%
synthetic_stool_high_S21__FR824043.1-3818494/2	9	63	100	0	96.00%	100%
synthetic_stool_high_S21__FR824043.1-2753042/1	9	63	100	0	96.00%	100%
synthetic_stool_high_S21__FR824043.1-2182382/1	9	63	100	0	96.00%	100%
synthetic_stool_high_S21__FR824043.1-1675470/2	9	63	100	0	97.00%	100%
synthetic_stool_high_S48__FR824043.1-3360/2	9	63	100	0	97.00%	100%
synthetic_stool_high_S2__FR824043.1-2111536/1	9	63	100	0	96.00%	100%
synthetic_stool_high_S2__FR824043.1-1812008/2	9	63	100	0	97.00%	100%
synthetic_stool_high_S2__FR824043.1-1355382/2	9	63	100	0	96.00%	100%
synthetic_stool_high_S2__FR824043.1-1352846/1	9	63	100	0	96.00%	100%
synthetic_stool_high_S2__FR824043.1-985216/1	9	63	100	0	96.00%	100%
synthetic_stool_high_S2__FR824043.1-435682/1	9	63	100	0	98.00%	100%
synthetic_stool_high_S1__FR824043.1-226372/2	9	63	100	0	97.00%	100%
synthetic_stool_high_S1__FR824043.1-53228/1	9	63	100	0	97.00%	100%
synthetic_stool_high_S56__FR824043.1-2660992/1	9	63	100	0	97.00%	100%
synthetic_stool_high_S56__FR824043.1-1803066/2	9	63	100	0	96.00%	100%
synthetic_stool_high_S56__FR824043.1-1655880/1	9	63	100	0	96.00%	100%
synthetic_stool_high_S56__FR824043.1-71496/2	9	63	100	0	96.00%	100%
synthetic_stool_high_S34__FR824043.1-1225406/1	9	63	100	0	97.00%	100%
synthetic_stool_high_S49__FR824043.1-2376836/2	9	63	100	0	97.00%	100%
synthetic_stool_high_S49__FR824043.1-471742/1	9	63	100	0	96.00%	100%
synthetic_stool_high_S49__FR824043.1-282528/1	9	63	100	0	96.00%	100%
synthetic_stool_high_S49__FR824043.1-84232/2	9	63	100	0	96.00%	100%
synthetic_stool_high_S60__FR824043.1-923174/2	9	63	100	0	97.00%	100%
synthetic_stool_high_S60__FR824043.1-30880/2	9	63	100	0	96.00%	100%
synthetic_stool_high_S69__FR824043.1-1107606/2	9	63	100	0	96.00%	100%
synthetic_stool_high_S45__FR824043.1-67724/1	10	58	100	1	100	100%
synthetic_stool_low_S47__FR824043.1-89350/1	10	58	100	0	98.00%	100%
synthetic_stool_low_S47__FR824043.1-49764/1	10	58	100	0	96.00%	100%
synthetic_stool_high_S47__FR824043.1-589826/2	10	58	100	0	96.00%	100%
synthetic_stool_high_S36__FR824043.1-539908/2	10	58	100	0	97.00%	100%
synthetic_stool_high_S59__FR824043.1-2163786/2	10	58	100	0	98.00%	100%
synthetic_stool_high_S59__FR824043.1-445524/2	10	58	100	0	97.00%	100%
synthetic_stool_high_S59__FR824043.1-223062/2	10	58	100	0	98.00%	100%
synthetic_stool_high_S59__FR824043.1-69670/1	10	58	100	0	97.00%	100%
synthetic_stool_high_S18__FR824043.1-1997728/1	10	58	100	0	98.00%	100%
synthetic_stool_high_S18__FR824043.1-1789548/2	10	58	100	0	96.00%	100%
synthetic_stool_high_S18__FR824043.1-1675970/2	10	58	100	0	97.00%	100%
synthetic_stool_high_S18__FR824043.1-138510/2	10	58	100	0	98.00%	100%
synthetic_stool_low_S67__FR824043.1-406994/1	10	58	100	0	97.00%	100%
synthetic_stool_low_S67__FR824043.1-62236/2	10	58	100	0	96.00%	100%
synthetic_stool_high_S29__FR824043.1-1516570/1	10	58	100	0	97.00%	100%
synthetic_stool_high_S29__FR824043.1-1372034/1	10	58	100	0	96.00%	100%
synthetic_stool_high_S0__FR824043.1-99996/2	10	58	100	0	98.00%	100%
synthetic_stool_high_S0__FR824043.1-79974/1	10	58	100	0	98.00%	100%
synthetic_stool_low_S16__FR824043.1-46188/1	10	58	100	0	98.00%	100%
synthetic_stool_high_S55__FR824043.1-55644/1	10	58	100	0	96.00%	100%
synthetic_stool_low_S31__FR824043.1-1896614/2	10	58	100	0	97.00%	100%
synthetic_stool_low_S31__FR824043.1-1764876/1	10	58	100	0	98.00%	100%
synthetic_stool_low_S31__FR824043.1-1073478/2	10	58	100	0	98.00%	100%
synthetic_stool_low_S31__FR824043.1-867246/2	10	58	100	0	98.00%	100%
synthetic_stool_low_S31__FR824043.1-460946/2	10	58	100	0	97.00%	100%
synthetic_stool_low_S31__FR824043.1-287700/1	10	58	100	0	98.00%	100%
synthetic_stool_low_S31__FR824043.1-129882/2	10	58	100	0	96.00%	100%
synthetic_stool_low_S31__FR824043.1-93030/2	10	58	100	0	97.00%	100%
synthetic_stool_high_S21__FR824043.1-6015918/1	10	58	100	0	98.00%	100%
synthetic_stool_high_S21__FR824043.1-5284502/2	10	58	100	0	97.00%	100%
synthetic_stool_high_S21__FR824043.1-4976330/1	10	58	100	0	96.00%	100%
synthetic_stool_high_S21__FR824043.1-3678952/1	10	58	100	0	96.00%	100%
synthetic_stool_high_S21__FR824043.1-2423022/2	10	58	100	0	96.00%	100%
synthetic_stool_high_S21__FR824043.1-1195048/1	10	58	100	0	97.00%	100%
synthetic_stool_high_S21__FR824043.1-49962/2	10	58	100	0	96.00%	100%
synthetic_stool_high_S2__FR824043.1-2545024/1	10	58	100	0	96.00%	100%
synthetic_stool_high_S2__FR824043.1-2406988/2	10	58	100	0	97.00%	100%
synthetic_stool_high_S2__FR824043.1-1479218/1	10	58	100	0	98.00%	100%
