readID	Sample	stitle	readCheck	lanc_genome
HE613569.1-626730/2	synthetic_stool_high_S41	lantibiotic modifying enzyme [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-483712/2	synthetic_stool_high_S41	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
CP002118.1-1014194/1	synthetic_stool_high_S41	lanthionine synthetase C-like protein [Clostridium roseum]	TP	other
gi|529222834|ref|NC_021985.1|-6644/1	synthetic_stool_high_S41	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
CP003157.1-10128010/2	synthetic_stool_low_S29	type 2 lantibiotic biosynthesis protein LanM, lanM [Lactococcus lactis subsp. cremoris]	TP	other
CP004121.1-781102/2	synthetic_stool_low_S29	lanthionine synthetase C-like protein [Clostridium saccharoperbutylacetonicum]	TP	other
CP002925.1-953406/2	synthetic_stool_low_S29	lantibiotic modifying enzyme [Streptococcus pneumoniae]	TP	other
CP002925.1-361914/1	synthetic_stool_low_S29	lantibiotic modifying enzyme [Streptococcus pneumoniae]	TP	other
CP002925.1-242276/2	synthetic_stool_low_S29	lantibiotic modifying enzyme [Streptococcus pneumoniae]	TP	other
CP001834.1-3199254/1	synthetic_stool_low_S8	Chain A, Nisin cyclase	TP	lantibiotic_genome
CP001834.1-593072/2	synthetic_stool_low_S8	Chain A, Nisin cyclase	TP	lantibiotic_genome
CP003157.1-1288552/2	synthetic_stool_low_S56	type 2 lantibiotic biosynthesis protein LanM, lanM [Lactococcus lactis subsp. cremoris]	TP	other
FR687360.1-469320/1	synthetic_stool_low_S22	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
FR687360.1-442484/2	synthetic_stool_low_S22	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
FR687360.1-441006/1	synthetic_stool_low_S22	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
HE613569.1-1625042/2	synthetic_stool_low_S22	lantibiotic modifying enzyme [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-214536/1	synthetic_stool_low_S22	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
CP002660.1-3952362/1	synthetic_stool_low_S53	lanthionine synthetase C-like protein [Clostridium felsineum DSM 794]	TP	other
CP002660.1-2968168/2	synthetic_stool_low_S53	lanthionine synthetase C-like protein [Clostridium felsineum DSM 794]	TP	other
CP002660.1-1589284/2	synthetic_stool_low_S53	lanthionine synthetase C-like protein [Clostridium felsineum DSM 794]	TP	other
CP003157.1-4966632/2	synthetic_stool_low_S53	type 2 lantibiotic biosynthesis protein LanM, lanM [Lactococcus lactis subsp. cremoris]	TP	other
gi|754859657|ref|NZ_CP009285.1|-2947848/1	synthetic_stool_low_S53	lanthionine synthetase C-like protein [Bifidobacterium parmae]	TP	other
gi|754859657|ref|NZ_CP009285.1|-803068/2	synthetic_stool_low_S53	lanthionine synthetase [Streptococcus equinus]	TP	other
AZXI01000049.1-15356/2	synthetic_stool_low_S53	lanthionine synthetase [Salinispora arenicola]	TP	other
AZXI01000049.1-14024/1	synthetic_stool_low_S53	lanthionine synthetase [Salinispora arenicola]	TP	other
AZXI01000049.1-12950/2	synthetic_stool_low_S53	lanthionine synthetase [Salinispora arenicola]	TP	other
AZXI01000049.1-12176/1	synthetic_stool_low_S53	lanthionine synthetase [Salinispora arenicola]	TP	other
AZXI01000049.1-12156/2	synthetic_stool_low_S53	lanthionine synthetase [Herbidospora mongoliensis]	TP	other
AZXI01000049.1-11690/2	synthetic_stool_low_S53	lanthionine synthetase [Salinispora arenicola]	TP	other
AZXI01000049.1-11004/1	synthetic_stool_low_S53	lanthionine synthetase [Salinispora arenicola]	TP	other
AZXI01000049.1-10934/2	synthetic_stool_low_S53	lanthionine synthetase [Salinispora arenicola]	TP	other
AZXI01000049.1-9856/2	synthetic_stool_low_S53	lanthionine synthetase [Salinispora arenicola]	TP	other
AZXI01000049.1-5536/2	synthetic_stool_low_S53	lanthionine synthetase [Salinispora arenicola]	TP	other
AZXI01000049.1-2748/1	synthetic_stool_low_S53	lanthionine synthetase [Salinispora arenicola]	TP	other
AZXI01000049.1-172/2	synthetic_stool_low_S53	lanthionine synthetase [Salinispora arenicola]	TP	other
FR687360.1-525314/2	synthetic_stool_low_S45	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
FR687360.1-125418/1	synthetic_stool_low_S45	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
FR687360.1-108510/1	synthetic_stool_low_S45	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
CP001834.1-14880290/1	synthetic_stool_low_S2	Chain A, Nisin cyclase	TP	lantibiotic_genome
CP001834.1-14178536/2	synthetic_stool_low_S2	Chain A, Nisin cyclase	TP	lantibiotic_genome
CP001834.1-10180202/2	synthetic_stool_low_S2	Chain A, Nisin cyclase	TP	lantibiotic_genome
CP003132.1-681088/2	synthetic_stool_low_S2	type 2 lantibiotic biosynthesis protein LanM, lanM [Lactococcus lactis subsp. cremoris]	TP	other
FR687360.1-161696/1	synthetic_stool_low_S2	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
AE001437.1-576400/1	synthetic_stool_low_S2	lanthionine synthetase C-like protein [Clostridium felsineum DSM 794]	TP	other
CP000673.1-880894/1	synthetic_stool_low_S2	lantibiotic biosynthesis protein [Bacillus thuringiensis]	TP	other
CP000673.1-644358/2	synthetic_stool_low_S2	MULTISPECIES: lanthionine synthetase C-like protein [Bacillus]	TP	other
CP000673.1-240880/2	synthetic_stool_low_S2	lantibiotic biosynthesis protein [Bacillus thuringiensis]	TP	other
CP010413.1-464894/1	synthetic_stool_low_S2	MULTISPECIES: lanthionine synthetase [Bifidobacterium]	TP	other
JOFH01000009.1-81688/2	synthetic_stool_low_S2	lanthionine synthetase-like protein [Streptomyces sp. PsTaAH-137]	TP	other
JOFH01000009.1-44980/2	synthetic_stool_low_S2	lanthionine synthetase-like protein [Streptomyces sp. PsTaAH-137]	TP	other
JOFH01000009.1-11406/2	synthetic_stool_low_S2	lanthionine synthetase-like protein [Streptomyces sp. PsTaAH-137]	TP	other
JOFH01000039.1-26648/1	synthetic_stool_low_S2	lanthionine synthetase C family protein [Streptomyces olivaceus]	TP	other
JOFH01000039.1-16672/2	synthetic_stool_low_S2	lanthionine synthetase C family protein [Streptomyces olivaceus]	TP	other
JOFH01000039.1-13004/1	synthetic_stool_low_S2	lanthionine synthetase C family protein [Streptomyces olivaceus]	TP	other
JOFH01000039.1-12140/2	synthetic_stool_low_S2	lanthionine synthetase C family protein [Streptomyces olivaceus]	TP	other
JOFH01000039.1-9396/2	synthetic_stool_low_S2	lanthionine synthetase C family protein [Streptomyces olivaceus]	TP	other
JOFH01000009.1-2434/2	synthetic_stool_low_S4	lanthionine synthetase [Micromonospora sp. CNZ309]	TP	other
CP002660.1-1010090/1	synthetic_stool_high_S54	lanthionine synthetase C-like protein [Clostridium felsineum DSM 794]	TP	other
CP000673.1-38260/1	synthetic_stool_high_S54	Lanthionine synthetase C family protein,Nisin biosynthesis protein nisC,Lantibiotic modifying enzyme,type 2 lantibiotic biosynthesis protein LanM,Lanthionine synthetase C-like protein (plasmid) [[Clostridium] sordellii]	TP	other
CR626927.1-886460/1	synthetic_stool_high_S54	lanthionine synthetase C-like family protein, partial [Bacteroides fragilis str. 3783N1-2]	TP	other
CR626927.1-430688/2	synthetic_stool_high_S54	lanthionine synthetase C-like family protein, partial [Bacteroides fragilis str. 3783N1-2]	TP	other
HE613569.1-18835510/1	synthetic_stool_high_S54	type 2 lantipeptide synthetase LanM, partial [Bacillus cereus]	TP	lantibiotic_genome
HE613569.1-18511796/2	synthetic_stool_high_S54	type 2 lantipeptide synthetase LanM [Bacillus cereus]	TP	lantibiotic_genome
HE613569.1-18102330/2	synthetic_stool_high_S54	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-17761340/2	synthetic_stool_high_S54	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-17159254/2	synthetic_stool_high_S54	type 2 lantipeptide synthetase LanM [Bacillus cereus]	TP	lantibiotic_genome
HE613569.1-16814308/1	synthetic_stool_high_S54	type 2 lantipeptide synthetase LanM [Bacillus cereus]	TP	lantibiotic_genome
HE613569.1-16794292/1	synthetic_stool_high_S54	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-15850488/2	synthetic_stool_high_S54	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-15354206/2	synthetic_stool_high_S54	lantibiotic modifying enzyme [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-15258560/2	synthetic_stool_high_S54	type 2 lantipeptide synthetase LanM [Pseudonocardia spinosispora]	TP	lantibiotic_genome
HE613569.1-14383880/1	synthetic_stool_high_S54	type 2 lantipeptide synthetase LanM, partial [Bacillus cereus]	TP	lantibiotic_genome
HE613569.1-13456300/2	synthetic_stool_high_S54	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-12632020/2	synthetic_stool_high_S54	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-12288422/2	synthetic_stool_high_S54	type 2 lantipeptide synthetase LanM [Bacillus cereus]	TP	lantibiotic_genome
HE613569.1-11893694/2	synthetic_stool_high_S54	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-10680000/1	synthetic_stool_high_S54	lantibiotic modifying enzyme [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-10311340/2	synthetic_stool_high_S54	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-10290642/2	synthetic_stool_high_S54	type 2 lantipeptide synthetase LanM [Bacillus cereus]	TP	lantibiotic_genome
HE613569.1-10275634/2	synthetic_stool_high_S54	type 2 lantipeptide synthetase LanM, partial [Bacillus cereus]	TP	lantibiotic_genome
HE613569.1-9684114/2	synthetic_stool_high_S54	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-9573274/2	synthetic_stool_high_S54	lantibiotic modifying enzyme [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-8568726/1	synthetic_stool_high_S54	type 2 lantipeptide synthetase LanM [Bacillus cereus]	TP	lantibiotic_genome
HE613569.1-8438560/2	synthetic_stool_high_S54	type 2 lantipeptide synthetase LanM [Actinomadura formosensis]	TP	lantibiotic_genome
HE613569.1-8403762/2	synthetic_stool_high_S54	type 2 lantipeptide synthetase LanM [Pseudonocardia spinosispora]	TP	lantibiotic_genome
HE613569.1-8193166/1	synthetic_stool_high_S54	type 2 lantipeptide synthetase LanM [Bacillus cereus]	TP	lantibiotic_genome
HE613569.1-7513556/2	synthetic_stool_high_S54	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-7354808/2	synthetic_stool_high_S54	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-5443694/2	synthetic_stool_high_S54	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-5392158/2	synthetic_stool_high_S54	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-4295426/2	synthetic_stool_high_S54	lantibiotic modifying enzyme [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-4183222/2	synthetic_stool_high_S54	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-3303194/2	synthetic_stool_high_S54	type 2 lantipeptide synthetase LanM, partial [Bacillus cereus]	TP	lantibiotic_genome
HE613569.1-2184508/2	synthetic_stool_high_S54	type 2 lantipeptide synthetase LanM [Bacillus sp. H1a]	TP	lantibiotic_genome
HE613569.1-1693606/2	synthetic_stool_high_S54	type 2 lantipeptide synthetase LanM, partial [Bacillus cereus]	TP	lantibiotic_genome
HE613569.1-1601886/2	synthetic_stool_high_S54	type 2 lantipeptide synthetase LanM [Bacillus cereus]	TP	lantibiotic_genome
HE613569.1-1546636/2	synthetic_stool_high_S54	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
FR824043.1-440022/2	synthetic_stool_high_S40	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-72954/2	synthetic_stool_high_S40	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
AZXI01000049.1-418/2	synthetic_stool_high_S40	lanthionine synthetase [Salinispora arenicola]	TP	other
CP000673.1-475196/2	synthetic_stool_high_S66	Lanthionine synthetase C family protein,Nisin biosynthesis protein nisC,Lantibiotic modifying enzyme,type 2 lantibiotic biosynthesis protein LanM,Lanthionine synthetase C-like protein (plasmid) [[Clostridium] sordellii]	TP	other
CP002118.1-1080746/1	synthetic_stool_high_S66	lanthionine synthetase C-like protein [Clostridium felsineum DSM 794]	TP	other
CP002118.1-290346/2	synthetic_stool_high_S66	lanthionine synthetase C-like protein [Clostridium felsineum DSM 794]	TP	other
CP010413.1-2370768/1	synthetic_stool_high_S67	lanthionine synthetase [Bifidobacterium breve]	TP	other
AP009049.1-6501354/1	synthetic_stool_low_S9	lantibiotic biosynthesis protein [Bacillus cereus]	TP	other
AP009049.1-3813676/1	synthetic_stool_low_S9	Lanthionine synthetase C family protein,Nisin biosynthesis protein nisC,Lantibiotic modifying enzyme,type 2 lantibiotic biosynthesis protein LanM,Lanthionine synthetase C-like protein (plasmid) [[Clostridium] sordellii]	TP	other
AP009049.1-3649422/2	synthetic_stool_low_S9	Lanthionine synthetase C family protein,Nisin biosynthesis protein nisC,Lantibiotic modifying enzyme,type 2 lantibiotic biosynthesis protein LanM,Lanthionine synthetase C-like protein (plasmid) [[Clostridium] sordellii]	TP	other
AP009049.1-3064118/1	synthetic_stool_low_S9	Lanthionine synthetase C family protein,Nisin biosynthesis protein nisC,Lantibiotic modifying enzyme,type 2 lantibiotic biosynthesis protein LanM,Lanthionine synthetase C-like protein (plasmid) [[Clostridium] sordellii]	TP	other
AP009049.1-3018110/2	synthetic_stool_low_S9	Lanthionine synthetase C family protein,Nisin biosynthesis protein nisC,Lantibiotic modifying enzyme,type 2 lantibiotic biosynthesis protein LanM,Lanthionine synthetase C-like protein (plasmid) [[Clostridium] sordellii]	TP	other
AP009049.1-1186852/1	synthetic_stool_low_S9	lantibiotic modifying enzyme [Paenibacillus alvei]	TP	other
AP009049.1-800490/2	synthetic_stool_low_S9	Lanthionine synthetase C family protein,Nisin biosynthesis protein nisC,Lantibiotic modifying enzyme,type 2 lantibiotic biosynthesis protein LanM,Lanthionine synthetase C-like protein (plasmid) [[Clostridium] sordellii]	TP	other
AP009049.1-632084/1	synthetic_stool_low_S9	putative lanthionine synthetase C-like protein [Streptomyces hygroscopicus subsp. jinggangensis TL01]	TP	other
AP009049.1-291634/1	synthetic_stool_low_S9	lantibiotic biosynthesis protein [Bacillus thuringiensis]	TP	other
AP009049.1-97816/2	synthetic_stool_low_S9	lantibiotic biosynthesis protein [Bacillus aryabhattai]	TP	other
CP010413.1-1380728/1	synthetic_stool_low_S25	lanthionine synthetase [Bifidobacterium longum]	TP	other
CP000673.1-5116194/1	synthetic_stool_low_S25	lantibiotic biosynthesis protein [Bacillus cereus]	TP	other
CP000673.1-4081376/2	synthetic_stool_low_S25	Lanthionine synthetase C family protein,Nisin biosynthesis protein nisC,Lantibiotic modifying enzyme,type 2 lantibiotic biosynthesis protein LanM,Lanthionine synthetase C-like protein (plasmid) [[Clostridium] sordellii]	TP	other
CP000673.1-3850972/1	synthetic_stool_low_S25	lanthionine synthetase [Streptomyces chattanoogensis]	TP	other
CP000673.1-398596/2	synthetic_stool_low_S25	lantibiotic biosynthesis protein [Bacillus thuringiensis]	TP	other
CP000673.1-345874/2	synthetic_stool_low_S25	lantibiotic biosynthesis protein [Bacillus cereus]	TP	other
CP000673.1-334492/2	synthetic_stool_low_S25	lantibiotic biosynthesis protein [Bacillus cereus]	TP	other
CP000673.1-152924/2	synthetic_stool_low_S25	Lanthionine synthetase C family protein,Nisin biosynthesis protein nisC,Lantibiotic modifying enzyme,type 2 lantibiotic biosynthesis protein LanM,Lanthionine synthetase C-like protein (plasmid) [[Clostridium] sordellii]	TP	other
CR626927.1-4696862/2	synthetic_stool_low_S25	lanthionine synthetase C-like family protein, partial [Bacteroides fragilis str. 3783N2-1]	TP	other
CR626927.1-3818860/1	synthetic_stool_low_S25	lanthionine synthetase C-like family protein, partial [Bacteroides fragilis str. 1007-1-F #8]	TP	other
CP002660.1-51098/2	synthetic_stool_low_S25	lanthionine synthetase C-like protein [Clostridium felsineum DSM 794]	TP	other
FR824043.1-359156/2	synthetic_stool_low_S25	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-321724/2	synthetic_stool_low_S25	putative Lantibiotic modifying enzyme Lacticin 481/lactococcin biosynthesis protein lcnDR2 [Lactococcus piscium]	TP	other
FR824043.1-302714/2	synthetic_stool_low_S25	putative Lantibiotic modifying enzyme Lacticin 481/lactococcin biosynthesis protein lcnDR2 [Lactococcus piscium]	TP	other
FR824043.1-197350/2	synthetic_stool_low_S25	putative Lantibiotic modifying enzyme Lacticin 481/lactococcin biosynthesis protein lcnDR2 [Lactococcus piscium]	TP	other
FR824043.1-150624/2	synthetic_stool_low_S25	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
gi|529222834|ref|NC_021985.1|-151422/2	synthetic_stool_low_S25	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-26556/1	synthetic_stool_low_S25	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
AZXI01000049.1-462/1	synthetic_stool_low_S25	lanthionine synthetase [Salinispora arenicola]	TP	other
AP006841.1-1215382/2	synthetic_stool_high_S39	lanthionine synthetase C-like family protein, partial [Bacteroides fragilis str. 3783N2-1]	TP	other
CP004121.1-3505354/2	synthetic_stool_low_S11	diguanylate cyclase [Clostridium saccharoperbutylacetonicum]	TP	other
CP004121.1-2261794/2	synthetic_stool_low_S11	lanthionine synthetase C-like protein [Clostridium saccharoperbutylacetonicum]	TP	other
CP000673.1-3497374/1	synthetic_stool_low_S11	Lanthionine synthetase C family protein,Nisin biosynthesis protein nisC,Lantibiotic modifying enzyme,type 2 lantibiotic biosynthesis protein LanM,Lanthionine synthetase C-like protein (plasmid) [[Clostridium] sordellii]	TP	other
CP000673.1-3410770/2	synthetic_stool_low_S11	lantibiotic biosynthesis protein [Bacillus cereus]	TP	other
CP000673.1-1574532/2	synthetic_stool_low_S11	lanthionine synthetase [Streptomyces chattanoogensis]	TP	other
CP000673.1-789252/2	synthetic_stool_low_S11	lantibiotic biosynthesis protein [Bacillus thuringiensis]	TP	other
FR687360.1-542202/2	synthetic_stool_low_S11	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
FR687360.1-171636/2	synthetic_stool_low_S11	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
FR687360.1-117478/2	synthetic_stool_low_S11	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
FR687360.1-116448/2	synthetic_stool_low_S11	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
AE001437.1-275858/2	synthetic_stool_low_S11	lanthionine synthetase C-like protein [Clostridium felsineum DSM 794]	TP	other
FR824043.1-749930/2	synthetic_stool_low_S11	putative Lantibiotic modifying enzyme Lacticin 481/lactococcin biosynthesis protein lcnDR2 [Lactococcus piscium]	TP	other
FR824043.1-593048/2	synthetic_stool_low_S11	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
CP002925.1-1841844/2	synthetic_stool_low_S11	lantibiotic modifying enzyme [Streptococcus pneumoniae]	TP	other
CP002925.1-1450820/1	synthetic_stool_low_S11	lantibiotic modifying enzyme [Streptococcus pneumoniae]	TP	other
FR824043.1-20464/2	synthetic_stool_low_S21	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
gi|529222834|ref|NC_021985.1|-143990/1	synthetic_stool_low_S21	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-135806/2	synthetic_stool_low_S21	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-47914/2	synthetic_stool_low_S21	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-20460/2	synthetic_stool_low_S21	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-10774/1	synthetic_stool_low_S21	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
CP010413.1-796220/1	synthetic_stool_high_S15	MULTISPECIES: lanthionine synthetase [Bifidobacterium]	TP	other
FR687360.1-73010/2	synthetic_stool_high_S15	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
FR687360.1-5806/1	synthetic_stool_high_S15	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
FR824043.1-16374/2	synthetic_stool_high_S15	putative Lantibiotic modifying enzyme Lacticin 481/lactococcin biosynthesis protein lcnDR2 [Lactococcus piscium]	TP	other
CP002660.1-638588/2	synthetic_stool_high_S15	lanthionine synthetase C-like protein [Clostridium felsineum DSM 794]	TP	other
CP002660.1-621108/1	synthetic_stool_high_S15	lanthionine synthetase C-like protein [Clostridium felsineum DSM 794]	TP	other
CP000673.1-341446/1	synthetic_stool_high_S15	lantibiotic biosynthesis protein [Bacillus thuringiensis]	TP	other
CP000673.1-46998/2	synthetic_stool_high_S23	Lanthionine synthetase C family protein,Nisin biosynthesis protein nisC,Lantibiotic modifying enzyme,type 2 lantibiotic biosynthesis protein LanM,Lanthionine synthetase C-like protein (plasmid) [[Clostridium] sordellii]	TP	other
CP002660.1-266006/2	synthetic_stool_high_S23	lanthionine synthetase C-like protein [Clostridium felsineum DSM 794]	TP	other
CP003157.1-688646/2	synthetic_stool_high_S23	type 2 lantibiotic biosynthesis protein LanM, lanM [Lactococcus lactis subsp. cremoris]	TP	other
CP008815.1-6556/1	synthetic_stool_high_S23	Lantibiotic modifying enzyme [Enterococcus faecalis]	TP	lantibiotic_genome
CP000673.1-5067444/1	synthetic_stool_low_S63	lantibiotic biosynthesis protein [Bacillus cereus]	TP	other
CP000673.1-5007452/2	synthetic_stool_low_S63	lantibiotic biosynthesis protein [Bacillus thuringiensis]	TP	other
CP000673.1-4180148/1	synthetic_stool_low_S63	lanthionine synthetase [Streptomyces chattanoogensis]	TP	other
CP000673.1-3177778/2	synthetic_stool_low_S63	lantibiotic biosynthesis protein [Bacillus thuringiensis]	TP	other
CP000673.1-2243184/1	synthetic_stool_low_S63	lantibiotic modifying enzyme [Paenibacillus alvei]	TP	other
CP000673.1-1662398/2	synthetic_stool_low_S63	Lanthionine synthetase C family protein,Nisin biosynthesis protein nisC,Lantibiotic modifying enzyme,type 2 lantibiotic biosynthesis protein LanM,Lanthionine synthetase C-like protein (plasmid) [[Clostridium] sordellii]	TP	other
CP000673.1-1245662/2	synthetic_stool_low_S63	Lanthionine synthetase C family protein,Nisin biosynthesis protein nisC,Lantibiotic modifying enzyme,type 2 lantibiotic biosynthesis protein LanM,Lanthionine synthetase C-like protein (plasmid) [[Clostridium] sordellii]	TP	other
CP000673.1-1121566/1	synthetic_stool_low_S63	lantibiotic biosynthesis protein [Bacillus thuringiensis]	TP	other
CP000673.1-864912/2	synthetic_stool_low_S63	Lanthionine synthetase C family protein,Nisin biosynthesis protein nisC,Lantibiotic modifying enzyme,type 2 lantibiotic biosynthesis protein LanM,Lanthionine synthetase C-like protein (plasmid) [[Clostridium] sordellii]	TP	other
CP000673.1-81644/2	synthetic_stool_low_S63	Lanthionine synthetase C family protein,Nisin biosynthesis protein nisC,Lantibiotic modifying enzyme,type 2 lantibiotic biosynthesis protein LanM,Lanthionine synthetase C-like protein (plasmid) [[Clostridium] sordellii]	TP	other
FR687360.1-1691228/2	synthetic_stool_low_S63	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
FR687360.1-1334698/2	synthetic_stool_low_S63	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
FR687360.1-1310372/1	synthetic_stool_low_S63	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
FR687360.1-1189198/2	synthetic_stool_low_S63	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
FR687360.1-939032/2	synthetic_stool_low_S63	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
FR687360.1-93548/1	synthetic_stool_low_S63	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
CP002925.1-2459812/2	synthetic_stool_low_S63	lantibiotic modifying enzyme [Streptococcus pneumoniae]	TP	other
CP002925.1-988192/1	synthetic_stool_low_S63	lantibiotic modifying enzyme [Streptococcus pneumoniae]	TP	other
CP002925.1-48762/2	synthetic_stool_low_S63	lantibiotic modifying enzyme [Streptococcus pneumoniae]	TP	other
FR824043.1-605434/1	synthetic_stool_low_S63	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-359574/2	synthetic_stool_low_S63	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-115538/2	synthetic_stool_low_S63	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
HE613569.1-399208/1	synthetic_stool_high_S10	type 2 lantipeptide synthetase LanM, partial [Bacillus cereus]	TP	lantibiotic_genome
HE613569.1-84888/2	synthetic_stool_high_S10	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
CP008815.1-295530/2	synthetic_stool_low_S55	lanthionine synthetase C-like protein [Enterococcus faecalis TX1467]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-151734/2	synthetic_stool_low_S55	lanthionine synthetase C family protein [Streptomyces sp. Tue6028]	TP	lantibiotic_genome
gi|754859657|ref|NZ_CP009285.1|-613002/2	synthetic_stool_low_S55	lanthionine synthetase [Streptococcus equinus]	TP	other
gi|754859657|ref|NZ_CP009285.1|-319228/1	synthetic_stool_low_S55	lanthionine synthetase [Streptococcus equinus]	TP	other
gi|754859657|ref|NZ_CP009285.1|-35694/2	synthetic_stool_low_S55	Lantibiotic modifying enzyme [uncultured Blautia sp.]	TP	other
CP002118.1-1787000/2	synthetic_stool_high_S57	lanthionine synthetase C-like protein [Clostridium felsineum DSM 794]	TP	other
CP002660.1-110108/2	synthetic_stool_high_S57	lanthionine synthetase C-like protein [Clostridium felsineum DSM 794]	TP	other
CP003132.1-67712/1	synthetic_stool_high_S0	type 2 lantibiotic biosynthesis protein LanM, lanM [Lactococcus lactis subsp. cremoris]	TP	other
FR824043.1-798282/2	synthetic_stool_high_S0	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-163240/2	synthetic_stool_high_S0	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-33158/2	synthetic_stool_high_S0	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR687360.1-1099422/1	synthetic_stool_high_S0	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
