id	clstr	clstr_size	length	clstr_rep	clstr_iden	clstr_cov
synthetic_stool_high_S38__CP000728.1-7365832/1	35	250	100	0	96.00%	100%
synthetic_stool_high_S38__CP000728.1-3622522/2	35	250	100	0	96.00%	100%
synthetic_stool_high_S38__CP000728.1-2397044/1	35	250	100	0	99.00%	100%
synthetic_stool_high_S38__CP000728.1-1412802/1	35	250	100	0	98.00%	100%
synthetic_stool_high_S38__CP000728.1-663338/1	35	250	100	0	96.00%	100%
synthetic_stool_low_S54__CP002011.1-3165970/1	35	250	100	0	99.00%	100%
synthetic_stool_low_S54__CP002011.1-2254336/1	35	250	100	0	100.00%	100%
synthetic_stool_low_S54__CP002011.1-1669888/2	35	250	100	0	98.00%	100%
synthetic_stool_low_S54__CP000728.1-22443560/1	35	250	100	0	100.00%	100%
synthetic_stool_low_S54__CP000728.1-20344236/2	35	250	100	0	97.00%	100%
synthetic_stool_low_S54__CP000728.1-20234226/1	35	250	100	0	99.00%	100%
synthetic_stool_low_S54__CP000728.1-19755242/1	35	250	100	0	96.00%	100%
synthetic_stool_low_S54__CP000728.1-16849522/1	35	250	100	0	97.00%	100%
synthetic_stool_low_S54__CP000728.1-15573202/1	35	250	100	0	97.00%	100%
synthetic_stool_low_S54__CP000728.1-14899884/2	35	250	100	0	97.00%	100%
synthetic_stool_low_S54__CP000728.1-14543058/2	35	250	100	0	97.00%	100%
synthetic_stool_low_S54__CP000728.1-13983114/1	35	250	100	0	99.00%	100%
synthetic_stool_low_S54__CP000728.1-12377774/1	35	250	100	0	100.00%	100%
synthetic_stool_low_S54__CP000728.1-11719798/2	35	250	100	0	97.00%	100%
synthetic_stool_low_S54__CP000728.1-11473732/2	35	250	100	0	100.00%	100%
synthetic_stool_low_S54__CP000728.1-7407008/1	35	250	100	0	97.00%	100%
synthetic_stool_low_S54__CP000728.1-7009184/1	35	250	100	0	97.00%	100%
synthetic_stool_low_S54__CP000728.1-6814848/1	35	250	100	0	98.00%	100%
synthetic_stool_low_S54__CP000728.1-5387482/2	35	250	100	0	97.00%	100%
synthetic_stool_low_S54__CP000728.1-5310536/2	35	250	100	0	97.00%	100%
synthetic_stool_low_S54__CP000728.1-4510656/2	35	250	100	0	99.00%	100%
synthetic_stool_low_S54__CP000728.1-4225948/1	35	250	100	0	97.00%	100%
synthetic_stool_low_S54__CP000728.1-2200690/2	35	250	100	0	100.00%	100%
synthetic_stool_low_S53__CP002011.1-3499906/2	35	250	100	0	97.00%	100%
synthetic_stool_low_S53__CP002011.1-3054980/1	35	250	100	0	100.00%	100%
synthetic_stool_low_S53__CP002011.1-2999498/1	35	250	100	0	100.00%	100%
synthetic_stool_low_S53__CP002011.1-1845366/1	35	250	100	0	99.00%	100%
synthetic_stool_low_S53__CP014148.1-6484738/2	35	250	100	0	96.00%	100%
synthetic_stool_high_S60__CP002011.1-165842/2	35	250	100	0	99.00%	100%
synthetic_stool_high_S61__CP002011.1-109884/1	35	250	100	0	99.00%	100%
synthetic_stool_high_S9__CP000728.1-739648/1	35	250	100	0	96.00%	100%
synthetic_stool_high_S9__CP000728.1-647626/1	35	250	100	0	100.00%	100%
synthetic_stool_high_S9__CP000728.1-439916/2	35	250	100	0	98.00%	100%
synthetic_stool_low_S34__CP006908.1-22974572/2	35	250	100	0	96.00%	100%
synthetic_stool_low_S34__CP006908.1-16499788/1	35	250	100	0	96.00%	100%
synthetic_stool_low_S34__CP006908.1-15729802/2	35	250	100	0	96.00%	100%
synthetic_stool_low_S34__CP006908.1-9185942/1	35	250	100	0	96.00%	100%
synthetic_stool_low_S34__CP006908.1-7097886/1	35	250	100	0	96.00%	100%
synthetic_stool_high_S54__CP002011.1-237124/2	35	250	100	0	100.00%	100%
synthetic_stool_low_S9__CP002011.1-42409340/1	35	250	100	0	96.00%	100%
synthetic_stool_low_S9__CP002011.1-40486736/2	35	250	100	0	100.00%	100%
synthetic_stool_low_S9__CP002011.1-40424390/2	35	250	100	0	98.00%	100%
synthetic_stool_low_S9__CP002011.1-39229308/1	35	250	100	0	99.00%	100%
synthetic_stool_low_S9__CP002011.1-38678882/2	35	250	100	0	98.00%	100%
synthetic_stool_low_S9__CP002011.1-38282628/2	35	250	100	0	97.00%	100%
synthetic_stool_low_S9__CP002011.1-38248956/2	35	250	100	0	99.00%	100%
synthetic_stool_low_S9__CP002011.1-38118130/2	35	250	100	0	96.00%	100%
synthetic_stool_low_S9__CP002011.1-37238170/1	35	250	100	0	100.00%	100%
synthetic_stool_low_S9__CP002011.1-37221276/1	35	250	100	0	97.00%	100%
synthetic_stool_low_S9__CP002011.1-37204104/1	35	250	100	0	100.00%	100%
synthetic_stool_low_S9__CP002011.1-36192976/2	35	250	100	0	98.00%	100%
synthetic_stool_low_S9__CP002011.1-34783640/1	35	250	100	0	96.00%	100%
synthetic_stool_low_S9__CP002011.1-34012554/2	35	250	100	0	96.00%	100%
synthetic_stool_low_S9__CP002011.1-33687058/1	35	250	100	0	96.00%	100%
synthetic_stool_low_S9__CP002011.1-31245192/1	35	250	100	0	98.00%	100%
synthetic_stool_low_S9__CP002011.1-31085360/1	35	250	100	0	99.00%	100%
synthetic_stool_low_S9__CP002011.1-31043412/1	35	250	100	0	97.00%	100%
synthetic_stool_low_S9__CP002011.1-28403456/1	35	250	100	0	97.00%	100%
synthetic_stool_low_S9__CP002011.1-27846376/1	35	250	100	0	99.00%	100%
synthetic_stool_low_S9__CP002011.1-26494316/2	35	250	100	0	97.00%	100%
synthetic_stool_low_S9__CP002011.1-26480446/1	35	250	100	0	100.00%	100%
synthetic_stool_low_S9__CP002011.1-26097022/1	35	250	100	0	97.00%	100%
synthetic_stool_low_S9__CP002011.1-25268950/1	35	250	100	0	100.00%	100%
synthetic_stool_low_S9__CP002011.1-24288886/1	35	250	100	0	97.00%	100%
synthetic_stool_low_S9__CP002011.1-23636526/1	35	250	100	0	97.00%	100%
synthetic_stool_low_S9__CP002011.1-23589224/1	35	250	100	0	96.00%	100%
synthetic_stool_low_S9__CP002011.1-22187748/1	35	250	100	0	97.00%	100%
synthetic_stool_low_S9__CP002011.1-21798508/2	35	250	100	0	98.00%	100%
synthetic_stool_low_S9__CP002011.1-20538080/2	35	250	100	0	98.00%	100%
synthetic_stool_low_S9__CP002011.1-20087612/1	35	250	100	0	96.00%	100%
synthetic_stool_low_S9__CP002011.1-19462722/1	35	250	100	0	96.00%	100%
synthetic_stool_low_S9__CP002011.1-18701028/1	35	250	100	0	99.00%	100%
synthetic_stool_low_S9__CP002011.1-15996856/1	35	250	100	0	96.00%	100%
synthetic_stool_low_S9__CP002011.1-15324908/2	35	250	100	0	98.00%	100%
synthetic_stool_low_S9__CP002011.1-12189606/2	35	250	100	0	99.00%	100%
synthetic_stool_low_S9__CP002011.1-10527856/2	35	250	100	0	99.00%	100%
synthetic_stool_low_S9__CP002011.1-10227072/2	35	250	100	0	98.00%	100%
synthetic_stool_low_S9__CP002011.1-9461650/2	35	250	100	0	98.00%	100%
synthetic_stool_low_S9__CP002011.1-8378788/1	35	250	100	0	99.00%	100%
synthetic_stool_low_S9__CP002011.1-7560090/2	35	250	100	0	97.00%	100%
synthetic_stool_low_S9__CP002011.1-6343998/1	35	250	100	0	98.00%	100%
synthetic_stool_low_S9__CP002011.1-5332038/1	35	250	100	0	97.00%	100%
synthetic_stool_low_S9__CP002011.1-4807154/2	35	250	100	0	100.00%	100%
synthetic_stool_low_S9__CP002011.1-4627562/2	35	250	100	0	99.00%	100%
synthetic_stool_low_S9__CP002011.1-2761442/1	35	250	100	0	98.00%	100%
synthetic_stool_low_S9__CP002011.1-2350468/1	35	250	100	0	99.00%	100%
synthetic_stool_low_S9__CP000728.1-1944626/1	35	250	100	0	96.00%	100%
synthetic_stool_low_S9__CP000728.1-1503662/2	35	250	100	0	99.00%	100%
synthetic_stool_low_S9__CP000728.1-146562/1	35	250	100	0	99.00%	100%
synthetic_stool_low_S19__CP000728.1-534616/1	35	250	100	0	100.00%	100%
synthetic_stool_low_S19__CP000728.1-86086/2	35	250	100	0	99.00%	100%
synthetic_stool_low_S6__CP002011.1-256440/2	35	250	100	0	100.00%	100%
synthetic_stool_low_S6__CP000939.1-2046676/1	35	250	100	0	96.00%	100%
synthetic_stool_high_S1__CP002011.1-911708/1	35	250	100	0	96.00%	100%
synthetic_stool_high_S1__CP002011.1-786128/1	35	250	100	0	98.00%	100%
synthetic_stool_high_S1__CP002011.1-726162/2	35	250	100	0	97.00%	100%
synthetic_stool_high_S1__CP000728.1-52636/1	35	250	100	0	99.00%	100%
synthetic_stool_low_S64__CP002011.1-724204/1	35	250	100	0	100.00%	100%
synthetic_stool_low_S23__CP000939.1-7918408/1	35	250	100	0	96.00%	100%
synthetic_stool_low_S23__CP000939.1-5397728/1	35	250	100	0	96.00%	100%
synthetic_stool_high_S16__CP002011.1-3110488/1	35	250	100	0	98.00%	100%
synthetic_stool_high_S16__CP002011.1-1033182/2	35	250	100	0	98.00%	100%
synthetic_stool_high_S13__CP002011.1-169198/1	35	250	100	0	97.00%	100%
synthetic_stool_low_S16__CP002011.1-849694/1	35	250	100	0	97.00%	100%
synthetic_stool_low_S16__CP002011.1-803176/2	35	250	100	0	99.00%	100%
synthetic_stool_low_S16__CP002011.1-615706/1	35	250	100	0	97.00%	100%
synthetic_stool_low_S13__CP002011.1-3772144/2	35	250	100	0	100.00%	100%
synthetic_stool_low_S13__CP002011.1-3027328/2	35	250	100	0	98.00%	100%
synthetic_stool_low_S13__CP002011.1-2940230/1	35	250	100	0	100.00%	100%
synthetic_stool_low_S13__CP002011.1-2596218/1	35	250	100	0	99.00%	100%
synthetic_stool_low_S13__CP002011.1-2535846/2	35	250	100	0	98.00%	100%
synthetic_stool_low_S13__CP002011.1-1896780/1	35	250	100	0	97.00%	100%
synthetic_stool_low_S13__CP002011.1-424544/1	35	250	100	0	100.00%	100%
synthetic_stool_low_S61__CP006908.1-476292/1	35	250	100	0	96.00%	100%
synthetic_stool_high_S36__CP002011.1-424418/2	35	250	100	0	97.00%	100%
synthetic_stool_low_S52__CP006908.1-746224/1	35	250	100	0	96.00%	100%
synthetic_stool_high_S23__CP000728.1-634/1	35	250	100	0	97.00%	100%
synthetic_stool_high_S23__CP006908.1-390654/2	35	250	100	0	96.00%	100%
synthetic_stool_high_S23__CP002011.1-109968/1	35	250	100	0	98.00%	100%
synthetic_stool_low_S7__CP000728.1-331182/1	35	250	100	0	100.00%	100%
synthetic_stool_low_S31__CP000728.1-6334588/2	35	250	100	0	97.00%	100%
synthetic_stool_low_S31__CP000728.1-4988152/2	35	250	100	0	98.00%	100%
synthetic_stool_low_S31__CP000728.1-4409494/1	35	250	100	0	97.00%	100%
synthetic_stool_low_S31__CP000728.1-3849938/2	35	250	100	0	97.00%	100%
synthetic_stool_low_S31__CP000728.1-3803250/1	35	250	100	0	100.00%	100%
synthetic_stool_low_S31__CP000728.1-2886714/2	35	250	100	0	97.00%	100%
synthetic_stool_low_S31__CP000728.1-2749296/1	35	250	100	0	98.00%	100%
synthetic_stool_low_S31__CP000728.1-2678006/2	35	250	100	0	98.00%	100%
synthetic_stool_low_S31__CP000728.1-2637624/2	35	250	100	0	97.00%	100%
synthetic_stool_low_S31__CP000728.1-1441032/2	35	250	100	0	100.00%	100%
synthetic_stool_low_S31__CP000728.1-1177352/1	35	250	100	0	96.00%	100%
synthetic_stool_low_S31__CP000728.1-501864/1	35	250	100	0	100.00%	100%
synthetic_stool_low_S31__CP002011.1-409848/2	35	250	100	0	97.00%	100%
synthetic_stool_high_S62__CP014148.1-76582/1	35	250	100	0	96.00%	100%
synthetic_stool_high_S62__CP002011.1-784892/1	35	250	100	0	96.00%	100%
synthetic_stool_high_S62__CP002011.1-548982/1	35	250	100	0	99.00%	100%
synthetic_stool_high_S62__CP002011.1-22356/1	35	250	100	0	97.00%	100%
synthetic_stool_high_S53__CP000728.1-89328/1	35	250	100	0	97.00%	100%
synthetic_stool_low_S40__CP000728.1-108380/2	35	250	100	0	99.00%	100%
synthetic_stool_low_S40__CP006908.1-867308/2	35	250	100	0	96.00%	100%
synthetic_stool_low_S27__CP002011.1-583882/1	35	250	100	0	98.00%	100%
synthetic_stool_low_S30__CP002011.1-101736/2	35	250	100	0	99.00%	100%
synthetic_stool_high_S28__CP014148.1-2030420/1	35	250	100	0	96.00%	100%
synthetic_stool_high_S28__CP000939.1-1249344/1	35	250	100	0	96.00%	100%
synthetic_stool_high_S65__CP002011.1-107318/2	35	250	100	0	99.00%	100%
synthetic_stool_high_S15__CP006908.1-24350/1	35	250	100	0	96.00%	100%
synthetic_stool_low_S62__CP002011.1-10275652/2	35	250	100	0	99.00%	100%
synthetic_stool_low_S62__CP002011.1-9436488/2	35	250	100	0	97.00%	100%
synthetic_stool_low_S62__CP002011.1-8755064/1	35	250	100	0	99.00%	100%
synthetic_stool_low_S62__CP002011.1-6978040/2	35	250	100	0	97.00%	100%
synthetic_stool_low_S62__CP002011.1-4692320/2	35	250	100	0	98.00%	100%
synthetic_stool_low_S62__CP002011.1-4566652/2	35	250	100	0	97.00%	100%
synthetic_stool_low_S62__CP002011.1-1815180/1	35	250	100	0	99.00%	100%
synthetic_stool_low_S62__CP002011.1-456242/1	35	250	100	0	96.00%	100%
synthetic_stool_low_S62__CP000728.1-1150306/1	35	250	100	0	98.00%	100%
synthetic_stool_low_S62__CP000728.1-441790/2	35	250	100	0	98.00%	100%
synthetic_stool_high_S37__CP000728.1-1751184/1	35	250	100	0	99.00%	100%
synthetic_stool_low_S67__CP006908.1-1443316/1	35	250	100	0	96.00%	100%
synthetic_stool_high_S18__CP000728.1-1054030/1	35	250	100	0	98.00%	100%
synthetic_stool_high_S18__CP000728.1-648458/1	35	250	100	0	97.00%	100%
synthetic_stool_high_S41__CP002011.1-143834/2	35	250	100	0	98.00%	100%
synthetic_stool_high_S47__CP000728.1-1032802/1	35	250	100	0	100.00%	100%
synthetic_stool_high_S47__CP000728.1-478532/1	35	250	100	0	99.00%	100%
synthetic_stool_high_S47__CP000728.1-397272/1	35	250	100	0	99.00%	100%
synthetic_stool_high_S47__CP000728.1-210968/2	35	250	100	0	98.00%	100%
synthetic_stool_high_S20__CP000728.1-7596230/2	35	250	100	0	98.00%	100%
synthetic_stool_high_S20__CP000728.1-6994540/2	35	250	100	0	98.00%	100%
synthetic_stool_high_S20__CP000728.1-6539484/2	35	250	100	0	96.00%	100%
synthetic_stool_high_S20__CP000728.1-6484368/1	35	250	100	0	96.00%	100%
synthetic_stool_high_S20__CP000728.1-6258174/1	35	250	100	0	97.00%	100%
synthetic_stool_high_S20__CP000728.1-5428524/2	35	250	100	0	99.00%	100%
synthetic_stool_high_S20__CP000728.1-4437718/1	35	250	100	0	97.00%	100%
synthetic_stool_high_S20__CP000728.1-3311836/2	35	250	100	0	96.00%	100%
synthetic_stool_high_S20__CP000728.1-2811246/2	35	250	100	0	97.00%	100%
synthetic_stool_high_S20__CP000728.1-2704918/1	35	250	100	0	98.00%	100%
synthetic_stool_high_S20__CP000728.1-2093854/2	35	250	100	0	98.00%	100%
synthetic_stool_high_S20__CP000728.1-315678/2	35	250	100	0	99.00%	100%
synthetic_stool_high_S29__CP014148.1-2533398/2	35	250	100	0	96.00%	100%
synthetic_stool_high_S29__CP000728.1-27702/2	35	250	100	0	97.00%	100%
synthetic_stool_high_S39__CP000939.1-415598/1	35	250	100	0	96.00%	100%
synthetic_stool_low_S20__CP006908.1-135244/1	35	250	100	0	96.00%	100%
synthetic_stool_low_S26__CP006908.1-9247072/2	35	250	100	0	96.00%	100%
synthetic_stool_low_S26__CP006908.1-9137490/2	35	250	100	0	96.00%	100%
synthetic_stool_low_S26__CP006908.1-5437526/2	35	250	100	0	96.00%	100%
synthetic_stool_low_S21__CP014148.1-6799782/1	35	250	100	0	96.00%	100%
synthetic_stool_high_S50__CP000728.1-4477734/1	35	250	100	0	99.00%	100%
synthetic_stool_high_S50__CP000728.1-3269728/2	35	250	100	0	96.00%	100%
synthetic_stool_high_S50__CP000728.1-2943630/1	35	250	100	0	97.00%	100%
synthetic_stool_high_S50__CP000728.1-2766722/1	35	250	100	0	100.00%	100%
synthetic_stool_high_S50__CP000728.1-1280958/1	35	250	100	0	97.00%	100%
synthetic_stool_high_S50__CP000728.1-837932/1	35	250	100	0	96.00%	100%
synthetic_stool_high_S50__CP000728.1-522884/2	35	250	100	0	97.00%	100%
synthetic_stool_high_S50__CP000728.1-467046/2	35	250	100	0	97.00%	100%
synthetic_stool_high_S50__CP000728.1-351652/1	35	250	100	0	97.00%	100%
synthetic_stool_high_S50__CP000728.1-250396/2	35	250	100	0	98.00%	100%
synthetic_stool_high_S50__CP002011.1-224540/1	35	250	100	0	96.00%	100%
synthetic_stool_high_S50__CP002011.1-142710/1	35	250	100	0	97.00%	100%
synthetic_stool_low_S18__CP002011.1-2361970/2	35	250	100	0	97.00%	100%
synthetic_stool_low_S18__CP002011.1-813244/1	35	250	100	0	97.00%	100%
synthetic_stool_high_S2__CP000939.1-17998862/1	35	250	100	0	96.00%	100%
synthetic_stool_high_S2__CP000939.1-11273166/1	35	250	100	0	96.00%	100%
synthetic_stool_high_S2__CP000939.1-1902122/1	35	250	100	0	96.00%	100%
synthetic_stool_high_S64__CP000728.1-116082/1	35	250	100	0	99.00%	100%
synthetic_stool_high_S10__CP000728.1-8040426/2	35	250	100	0	97.00%	100%
synthetic_stool_high_S10__CP000728.1-7463148/2	35	250	100	0	99.00%	100%
synthetic_stool_high_S10__CP000728.1-6861454/2	35	250	100	0	98.00%	100%
synthetic_stool_high_S10__CP000728.1-6165516/1	35	250	100	0	99.00%	100%
synthetic_stool_high_S10__CP000728.1-3255702/1	35	250	100	0	99.00%	100%
synthetic_stool_high_S10__CP000728.1-669332/2	35	250	100	0	100.00%	100%
synthetic_stool_high_S10__CP000728.1-506698/2	35	250	100	0	96.00%	100%
synthetic_stool_high_S7__AM412317.1-1243864/1	36	250	100	1	100	100%
synthetic_stool_high_S7__AM412317.1-299394/2	36	250	100	0	99.00%	100%
synthetic_stool_high_S33__CP006908.1-1190888/1	36	250	100	0	97.00%	100%
synthetic_stool_high_S33__CP006908.1-816522/2	36	250	100	0	96.00%	100%
synthetic_stool_high_S33__CP006908.1-554754/1	36	250	100	0	96.00%	100%
synthetic_stool_high_S33__CP000939.1-4870/2	36	250	100	0	97.00%	100%
synthetic_stool_high_S14__AM412317.1-1600166/1	36	250	100	0	97.00%	100%
synthetic_stool_high_S14__AM412317.1-1389406/2	36	250	100	0	96.00%	100%
synthetic_stool_high_S14__AM412317.1-1207512/1	36	250	100	0	96.00%	100%
synthetic_stool_high_S14__AM412317.1-943400/1	36	250	100	0	99.00%	100%
synthetic_stool_high_S19__CP014148.1-402590/1	36	250	100	0	98.00%	100%
synthetic_stool_high_S19__CP014148.1-73758/2	36	250	100	0	98.00%	100%
synthetic_stool_high_S11__CP006908.1-382022/1	36	250	100	0	98.00%	100%
synthetic_stool_high_S11__AM412317.1-220768/2	36	250	100	0	98.00%	100%
synthetic_stool_high_S43__AM412317.1-3581050/1	36	250	100	0	98.00%	100%
synthetic_stool_high_S43__AM412317.1-3414576/1	36	250	100	0	96.00%	100%
synthetic_stool_high_S43__AM412317.1-3232982/1	36	250	100	0	96.00%	100%
synthetic_stool_high_S43__AM412317.1-2854528/1	36	250	100	0	96.00%	100%
synthetic_stool_high_S43__AM412317.1-2391768/2	36	250	100	0	99.00%	100%
synthetic_stool_high_S43__AM412317.1-2055800/1	36	250	100	0	100.00%	100%
synthetic_stool_high_S43__AM412317.1-1282846/2	36	250	100	0	98.00%	100%
synthetic_stool_high_S43__AM412317.1-1082084/2	36	250	100	0	97.00%	100%
synthetic_stool_high_S24__CP000939.1-149226/2	36	250	100	0	96.00%	100%
synthetic_stool_high_S6__AM412317.1-1021370/1	36	250	100	0	98.00%	100%
synthetic_stool_high_S6__AM412317.1-56614/1	36	250	100	0	96.00%	100%
synthetic_stool_low_S10__AM412317.1-8941288/2	36	250	100	0	97.00%	100%
synthetic_stool_low_S10__AM412317.1-7657080/2	36	250	100	0	96.00%	100%
synthetic_stool_low_S10__AM412317.1-6913928/1	36	250	100	0	98.00%	100%
synthetic_stool_low_S10__AM412317.1-6080102/2	36	250	100	0	100.00%	100%
synthetic_stool_low_S10__AM412317.1-4425930/2	36	250	100	0	98.00%	100%
synthetic_stool_low_S10__AM412317.1-3830890/1	36	250	100	0	96.00%	100%
synthetic_stool_low_S10__AM412317.1-3737046/1	36	250	100	0	97.00%	100%
synthetic_stool_low_S10__AM412317.1-3293502/1	36	250	100	0	96.00%	100%
synthetic_stool_low_S10__AM412317.1-3172810/1	36	250	100	0	96.00%	100%
synthetic_stool_low_S10__AM412317.1-2748490/1	36	250	100	0	99.00%	100%
synthetic_stool_low_S10__AM412317.1-2648112/1	36	250	100	0	99.00%	100%
synthetic_stool_low_S10__AM412317.1-2534380/2	36	250	100	0	98.00%	100%
synthetic_stool_low_S10__AM412317.1-2531672/1	36	250	100	0	98.00%	100%
synthetic_stool_low_S10__AM412317.1-2513524/1	36	250	100	0	97.00%	100%
synthetic_stool_low_S10__AM412317.1-1140272/2	36	250	100	0	99.00%	100%
synthetic_stool_low_S10__AM412317.1-376132/2	36	250	100	0	96.00%	100%
synthetic_stool_low_S10__AM412317.1-123206/1	36	250	100	0	98.00%	100%
synthetic_stool_high_S69__CP000939.1-153388/2	36	250	100	0	96.00%	100%
synthetic_stool_high_S63__CP006908.1-21806632/1	36	250	100	0	97.00%	100%
synthetic_stool_high_S63__CP006908.1-21600906/2	36	250	100	0	97.00%	100%
synthetic_stool_high_S63__CP006908.1-21224804/1	36	250	100	0	97.00%	100%
synthetic_stool_high_S63__CP006908.1-18602242/1	36	250	100	0	98.00%	100%
synthetic_stool_high_S63__CP006908.1-13404404/1	36	250	100	0	97.00%	100%
synthetic_stool_high_S63__CP006908.1-9550158/1	36	250	100	0	96.00%	100%
synthetic_stool_high_S63__CP006908.1-9014970/1	36	250	100	0	96.00%	100%
synthetic_stool_high_S63__CP006908.1-7941402/1	36	250	100	0	96.00%	100%
synthetic_stool_high_S63__CP006908.1-4465944/2	36	250	100	0	97.00%	100%
synthetic_stool_high_S63__CP006908.1-1662658/1	36	250	100	0	96.00%	100%
synthetic_stool_high_S63__CP006908.1-392086/1	36	250	100	0	97.00%	100%
synthetic_stool_high_S63__AM412317.1-7428524/1	36	250	100	0	98.00%	100%
synthetic_stool_high_S63__AM412317.1-6579126/1	36	250	100	0	96.00%	100%
synthetic_stool_high_S63__AM412317.1-6041118/2	36	250	100	0	97.00%	100%
synthetic_stool_high_S63__AM412317.1-5975218/1	36	250	100	0	97.00%	100%
synthetic_stool_high_S63__AM412317.1-5835380/1	36	250	100	0	98.00%	100%
synthetic_stool_high_S63__AM412317.1-4551444/2	36	250	100	0	99.00%	100%
synthetic_stool_high_S63__AM412317.1-4186048/2	36	250	100	0	96.00%	100%
synthetic_stool_high_S63__AM412317.1-4118586/2	36	250	100	0	99.00%	100%
synthetic_stool_high_S63__AM412317.1-3994966/2	36	250	100	0	100.00%	100%
synthetic_stool_high_S63__AM412317.1-3612336/1	36	250	100	0	99.00%	100%
synthetic_stool_high_S63__AM412317.1-2770370/1	36	250	100	0	96.00%	100%
synthetic_stool_high_S63__AM412317.1-2656502/1	36	250	100	0	96.00%	100%
synthetic_stool_high_S63__AM412317.1-2143404/1	36	250	100	0	99.00%	100%
synthetic_stool_high_S63__AM412317.1-808718/1	36	250	100	0	99.00%	100%
synthetic_stool_high_S63__AM412317.1-143162/2	36	250	100	0	98.00%	100%
synthetic_stool_high_S45__AM412317.1-258970/1	36	250	100	0	97.00%	100%
synthetic_stool_high_S45__CP000939.1-1257202/1	36	250	100	0	96.00%	100%
synthetic_stool_high_S45__CP000939.1-421044/1	36	250	100	0	96.00%	100%
synthetic_stool_high_S45__CP006908.1-3177404/1	36	250	100	0	96.00%	100%
synthetic_stool_high_S45__CP006908.1-448290/1	36	250	100	0	97.00%	100%
synthetic_stool_high_S66__AM412317.1-224010/2	36	250	100	0	99.00%	100%
synthetic_stool_low_S57__CP006908.1-20642756/2	36	250	100	0	96.00%	100%
synthetic_stool_low_S57__CP006908.1-17356344/1	36	250	100	0	96.00%	100%
synthetic_stool_low_S57__CP006908.1-16232370/1	36	250	100	0	97.00%	100%
synthetic_stool_low_S57__CP006908.1-12068184/1	36	250	100	0	98.00%	100%
synthetic_stool_low_S57__CP006908.1-8575462/2	36	250	100	0	98.00%	100%
synthetic_stool_low_S57__CP006908.1-7190322/1	36	250	100	0	97.00%	100%
synthetic_stool_low_S57__CP006908.1-183242/1	36	250	100	0	97.00%	100%
synthetic_stool_low_S49__CP000939.1-44564000/2	36	250	100	0	97.00%	100%
synthetic_stool_low_S49__CP000939.1-44333474/2	36	250	100	0	96.00%	100%
synthetic_stool_low_S49__CP000939.1-40783212/1	36	250	100	0	98.00%	100%
synthetic_stool_low_S49__CP000939.1-38205520/1	36	250	100	0	96.00%	100%
synthetic_stool_low_S49__CP000939.1-37634380/1	36	250	100	0	96.00%	100%
synthetic_stool_low_S49__CP000939.1-37606226/2	36	250	100	0	96.00%	100%
synthetic_stool_low_S49__CP000939.1-37253878/2	36	250	100	0	98.00%	100%
synthetic_stool_low_S49__CP000939.1-36502844/2	36	250	100	0	98.00%	100%
synthetic_stool_low_S49__CP000939.1-35499168/1	36	250	100	0	96.00%	100%
synthetic_stool_low_S49__CP000939.1-34005460/2	36	250	100	0	96.00%	100%
synthetic_stool_low_S49__CP000939.1-30560980/1	36	250	100	0	98.00%	100%
synthetic_stool_low_S49__CP000939.1-29098916/2	36	250	100	0	96.00%	100%
synthetic_stool_low_S49__CP000939.1-28234768/1	36	250	100	0	97.00%	100%
synthetic_stool_low_S49__CP000939.1-24022120/2	36	250	100	0	96.00%	100%
synthetic_stool_low_S49__CP000939.1-21207018/1	36	250	100	0	96.00%	100%
synthetic_stool_low_S49__CP000939.1-21057256/1	36	250	100	0	96.00%	100%
synthetic_stool_low_S49__CP000939.1-20430988/2	36	250	100	0	96.00%	100%
synthetic_stool_low_S49__CP000939.1-18147274/2	36	250	100	0	96.00%	100%
synthetic_stool_low_S49__CP000939.1-16567882/2	36	250	100	0	98.00%	100%
synthetic_stool_low_S49__CP000939.1-13027172/2	36	250	100	0	97.00%	100%
synthetic_stool_low_S49__CP000939.1-8839484/2	36	250	100	0	98.00%	100%
synthetic_stool_low_S49__CP000939.1-8086492/2	36	250	100	0	96.00%	100%
synthetic_stool_low_S49__CP000939.1-2527756/2	36	250	100	0	97.00%	100%
synthetic_stool_high_S35__CP006908.1-464580/1	36	250	100	0	97.00%	100%
synthetic_stool_high_S57__CP006908.1-761214/1	36	250	100	0	97.00%	100%
synthetic_stool_high_S57__AM412317.1-156318/1	36	250	100	0	97.00%	100%
synthetic_stool_high_S38__AM412317.1-1417252/2	36	250	100	0	99.00%	100%
synthetic_stool_high_S38__AM412317.1-1050298/1	36	250	100	0	97.00%	100%
synthetic_stool_low_S54__CP006908.1-33588/2	36	250	100	0	96.00%	100%
synthetic_stool_low_S54__CP000939.1-9505450/2	36	250	100	0	96.00%	100%
synthetic_stool_low_S54__CP000939.1-5121492/2	36	250	100	0	98.00%	100%
synthetic_stool_high_S4__AM412317.1-420996/1	36	250	100	0	96.00%	100%
synthetic_stool_low_S53__CP014148.1-7627318/2	36	250	100	0	98.00%	100%
synthetic_stool_low_S53__CP014148.1-2719048/1	36	250	100	0	98.00%	100%
synthetic_stool_low_S53__CP014148.1-2163182/2	36	250	100	0	97.00%	100%
synthetic_stool_high_S51__CP000939.1-2018002/2	36	250	100	0	98.00%	100%
synthetic_stool_high_S44__AM412317.1-794102/2	36	250	100	0	96.00%	100%
